Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
102399_0,-378.9508703840261,100000.00011948445,False,ok
102405_0,-378.9508703840261,100000.00011948445,False,ok
102412_0,-379.06771557585967,100000.00011948445,False,ok
102420_0,-379.0677155758596,100000.00011948445,False,ok
102428_0,-379.025233580653,100000.00011948445,False,ok
102434_0,-378.95087038402613,100000.00011948445,False,ok
102442_0,-379.0677155758596,100000.00011948445,False,ok
10244_0,-22.868504864658917,1.5145585451094714,True,ok
102456_0,-379.0677155758595,100000.00011948445,False,ok
102464_0,-378.95087038402625,100000.00011948445,False,ok
102470_0,-379.06771557585984,100000.00011948445,False,ok
102478_0,-378.95087038402613,100000.00011948445,False,ok
102484_0,-378.95087038402625,100000.00011948445,False,ok
102492_0,-378.95087038402625,100000.00011948445,False,ok
10249_0,-22.868504864658917,1.5145585451094714,True,ok
102505_0,-378.950870384026,100000.00011948445,False,ok
102513_0,-450.07108937676696,100000.00012334171,False,ok
10251_1,-22.868504864658917,1.5145585451094714,True,ok
102527_0,-378.95110366071276,100000.00011948445,False,ok
102535_0,-378.95087038402636,100000.00011948445,False,ok
102541_0,-27.73380152064567,5.0879699338466455,True,ok
102549_0,-379.06771557586006,100000.00011948445,False,ok
102557_0,-378.950870384026,100000.00011948445,False,ok
102563_0,-379.02523358065304,100000.00011948445,False,ok
10256_1,-29.59514861154196,1.4281666835478557,True,ok
102577_0,-378.95087038402625,100000.00011948445,False,ok
102583_0,-378.9508703840265,100000.00011948445,False,ok
102591_0,-379.0677155758597,100000.00011948445,False,ok
102599_0,-379.0677155758598,100000.00011948445,False,ok
102605_0,-378.9508703840259,100000.00011948445,False,ok
102613_0,-378.95087038402636,100000.00011948445,False,ok
10261_1,-22.868504864658746,1.5145585451094714,True,ok
102627_0,-27.733801520645443,5.0879699338466455,True,ok
102633_0,-450.0710893767669,100000.00012334171,False,ok
10263_1,-22.868504864658917,1.5145585451094714,True,ok
102647_0,-378.951103660713,100000.00011948445,False,ok
102655_0,-378.9508703840258,100000.00011948445,False,ok
102661_0,-379.06771557586006,100000.00011948445,False,ok
102669_0,-378.9508703840258,100000.00011948445,False,ok
102677_0,-378.951103660713,100000.00011948445,False,ok
102683_0,-379.06771557585984,100000.00011948445,False,ok
102692_0,-379.0677155758594,100000.00011948445,False,ok
10269_0,-22.868504864658917,1.5145585451094714,True,ok
102705_0,-378.95087038402613,100000.00011948445,False,ok
102711_0,-378.95521111857744,100000.00011948445,False,ok
