Index	Reagents	Products	Rule
1018_0	['C(C(CN)O)=O', 'C(C(CN)O)=O']	['O', 'C(C(CNCC(CN)=O)O)=O']	Amadori/Heyns Rearrangement
1020_0	['C(C(CN)O)=O', 'C(C(C(CO)N)O)=O']	['O', 'C(C(CNCC(C(CO)N)=O)O)=O']	Amadori/Heyns Rearrangement
1022_0	['C(C(CN)O)=O', 'C(C(C(CO)N)O)=O']	['O', 'C(C(C(CO)NCC(CN)=O)O)=O']	Amadori/Heyns Rearrangement
1023_0	['N', 'C(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(C(CO)O)O)=O']	Amadori/Heyns Rearrangement
1024_0	['N', 'C(C(C(C(C(CO)O)O)O)O)=O']	['O', 'C(CN)(C(C(C(CO)O)O)O)=O']	Amadori/Heyns Rearrangement
1026_0	['N', 'C(C(C(CN)O)O)=O']	['O', 'C(CN)(C(CN)O)=O']	Amadori/Heyns Rearrangement
1027_0	['N', 'C(CO)(CO)=O']	['O', 'C(C(CO)N)=O']	Amadori/Heyns Rearrangement
1028_0	['N', 'C(CO)(C(CO)O)=O']	['O', 'C(C(C(CO)O)N)=O']	Amadori/Heyns Rearrangement
1029_0	['N', 'C(CO)(C(CO)O)=O']	['O', 'C(CO)(C(CO)N)=O']	Amadori/Heyns Rearrangement
1029_1	['N', 'C(CO)(C(CO)O)=O']	['O', 'C(CO)(C(CO)N)=O']	Amadori Rearrangement
1031_0	['N', 'C(CNCC(CO)=O)=O']	['O', 'C(C(CNCC=O)N)=O']	Amadori/Heyns Rearrangement
1033_0	['N', 'C(CNCC=O)(C(CO)O)=O']	['O', 'C(CO)(C(CNCC=O)N)=O']	Amadori/Heyns Rearrangement
1035_0	['N', 'C(CO)(CN)=O']	['O', 'C(C(CN)N)=O']	Amadori/Heyns Rearrangement
1037_0	['N', 'C(CN)(C(CO)O)=O']	['O', 'C(CO)(C(CN)N)=O']	Amadori/Heyns Rearrangement
1039_0	['N', 'C(CC(C=O)O)=O']	['O', 'C(CC(CN)=O)=O']	Amadori/Heyns Rearrangement
1041_0	['N', 'C(CC(CO)=O)=O']	['O', 'C(CC(C=O)N)=O']	Amadori/Heyns Rearrangement
1043_0	['N', 'C(C(C(C)=O)O)=O']	['O', 'C(C(CN)=O)(C)=O']	Amadori/Heyns Rearrangement
1045_0	['N', 'C(C(C(C)=O)O)=O']	['O', 'C(C(C(C)N)=O)=O']	Amadori/Heyns Rearrangement
1047_0	['N', 'C(C(CNCC=O)O)=O']	['O', 'C(CNCC(CN)=O)=O']	Amadori/Heyns Rearrangement
1049_0	['N', 'C(C(C(CO)NCC=O)O)=O']	['O', 'C(CNC(C(CN)=O)CO)=O']	Amadori/Heyns Rearrangement
1051_0	['N', 'C(C(CN)O)=O']	['O', 'C(CN)(CN)=O']	Amadori/Heyns Rearrangement
1053_0	['N', 'C(C(C(CO)N)O)=O']	['O', 'C(CN)(C(CO)N)=O']	Amadori/Heyns Rearrangement
1054_0	['C(C(CO)O)=O', 'C(C(C(CN)O)N)=O']	['O', 'C(C(C(CN)O)NCC(CO)=O)=O']	Amadori/Heyns Rearrangement
1055_0	['C(C(CO)O)=O', 'C(C(C(CN)O)N)=O']	['O', 'C(C(C(CNCC(CO)=O)O)N)=O']	Amadori/Heyns Rearrangement
1056_0	['C(C(CO)O)=O', 'C(C(CO)N)=O']	['O', 'C(C(CO)NCC(CO)=O)=O']	Amadori/Heyns Rearrangement
1057_0	['C(C(CO)O)=O', 'C(C(C(CN)O)O)=O']	['O', 'C(C(C(CNCC(CO)=O)O)O)=O']	Amadori/Heyns Rearrangement
1058_0	['C(C(CO)O)=O', 'C(C(C(CO)O)N)=O']	['O', 'C(C(C(CO)O)NCC(CO)=O)=O']	Amadori/Heyns Rearrangement
1060_0	['C(C(CO)O)=O', 'C(CO)(CN)=O']	['O', 'C(CO)(CNCC(CO)=O)=O']	Amadori/Heyns Rearrangement
1062_0	['C(C(CO)O)=O', 'C(CN)(C(CO)O)=O']	['O', 'C(CNCC(CO)=O)(C(CO)O)=O']	Amadori/Heyns Rearrangement
1064_0	['C(C(CO)O)=O', 'C(CNCC=O)=O']	['O', 'C(CN(CC=O)CC(CO)=O)=O']	Amadori/Heyns Rearrangement
1066_0	['C(C(CO)O)=O', 'C(CN)O']	['O', 'C(CO)(CNCCO)=O']	Amadori/Heyns Rearrangement
1068_0	['C(C(CO)O)=O', 'C(CN)(O)=O']	['O', 'C(CNCC(CO)=O)(O)=O']	Amadori/Heyns Rearrangement
1070_0	['C(C(CO)O)=O', 'C(C(CN)O)=O']	['O', 'C(C(CNCC(CO)=O)O)=O']	Amadori/Heyns Rearrangement
1072_0	['C(C(CO)O)=O', 'C(C(C(CO)N)O)=O']	['O', 'C(C(C(CO)NCC(CO)=O)O)=O']	Amadori/Heyns Rearrangement
1073_0	['C(C(C(CO)O)O)=O', 'C(C(CO)N)=O']	['O', 'C(C(CO)NCC(C(CO)O)=O)=O']	Amadori/Heyns Rearrangement
1074_0	['C(C(C(CO)O)O)=O', 'C(CO)(CN)=O']	['O', 'C(CNCC(CO)=O)(C(CO)O)=O']	Amadori/Heyns Rearrangement
1076_0	['C(C(C(CO)O)O)=O', 'C(CN)O']	['O', 'C(CNCCO)(C(CO)O)=O']	Amadori/Heyns Rearrangement
1078_0	['C(C(C(CO)O)O)=O', 'C(CN)(O)=O']	['O', 'C(CNCC(O)=O)(C(CO)O)=O']	Amadori/Heyns Rearrangement
1080_0	['C(C(C(CO)O)O)=O', 'C(C(CN)O)=O']	['O', 'C(C(CNCC(C(CO)O)=O)O)=O']	Amadori/Heyns Rearrangement
1081_0	['C(CN)=O', 'C(C(C(C(CO)O)O)O)=O']	['O', 'C(CNCC=O)(C(C(CO)O)O)=O']	Amadori/Heyns Rearrangement
1083_0	['C(CN)=O', 'C(C(C(CN)O)O)=O']	['O', 'C(CNCC=O)(C(CN)O)=O']	Amadori/Heyns Rearrangement
1084_0	['C(CN)=O', 'C(CO)(CO)=O']	['O', 'C(C(CO)NCC=O)=O']	Amadori/Heyns Rearrangement
1085_0	['C(CN)=O', 'C(CO)(C(CO)O)=O']	['O', 'C(C(C(CO)O)NCC=O)=O']	Amadori/Heyns Rearrangement
1086_0	['C(CN)=O', 'C(CO)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)CO)=O']	Amadori/Heyns Rearrangement
1086_1	['C(CN)=O', 'C(CO)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)CO)=O']	Amadori Rearrangement
1088_0	['C(CN)=O', 'C(CNCC(CO)=O)=O']	['O', 'C(CNC(C=O)CNCC=O)=O']	Amadori/Heyns Rearrangement
1090_0	['C(CN)=O', 'C(CO)(CN)=O']	['O', 'C(C(CN)NCC=O)=O']	Amadori/Heyns Rearrangement
1092_0	['C(CN)=O', 'C(CN)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)CN)=O']	Amadori/Heyns Rearrangement
1094_0	['C(CN)=O', 'C(CC(C=O)O)=O']	['O', 'C(CC(CNCC=O)=O)=O']	Amadori/Heyns Rearrangement
1096_0	['C(CN)=O', 'C(CC(CO)=O)=O']	['O', 'C(CC(C=O)NCC=O)=O']	Amadori/Heyns Rearrangement
1098_0	['C(CN)=O', 'C(C(C(C)=O)O)=O']	['O', 'C(CNCC(C(C)=O)=O)=O']	Amadori/Heyns Rearrangement
1100_0	['C(CN)=O', 'C(C(C(C)=O)O)=O']	['O', 'C(CNC(C(C=O)=O)C)=O']	Amadori/Heyns Rearrangement
1102_0	['C(CN)=O', 'C(C(CNCC=O)O)=O']	['O', 'C(CNCC(CNCC=O)=O)=O']	Amadori/Heyns Rearrangement
1103_0	['C(CN)=O', 'C(C(CN)O)=O']	['O', 'C(CNCC(CN)=O)=O']	Amadori/Heyns Rearrangement
1105_0	['C(CN)=O', 'C(C(C(CO)N)O)=O']	['O', 'C(CNCC=O)(C(CO)N)=O']	Amadori/Heyns Rearrangement
1106_0	['C(CO)=O', 'C(C(C(C(CO)O)O)N)=O']	['O', 'C(C(C(C(CO)O)O)NCC=O)=O']	Amadori/Heyns Rearrangement
1107_0	['C(CO)=O', 'C(C(C(CN)O)N)=O']	['O', 'C(C(C(CN)O)NCC=O)=O']	Amadori/Heyns Rearrangement
1108_0	['C(CO)=O', 'C(C(C(CN)O)N)=O']	['O', 'C(C(C(CNCC=O)O)N)=O']	Amadori/Heyns Rearrangement
1109_0	['C(CO)=O', 'C(C(CO)N)=O']	['O', 'C(C(CO)NCC=O)=O']	Amadori/Heyns Rearrangement
1110_0	['C(CO)=O', 'C(C(C(CN)O)O)=O']	['O', 'C(C(C(CNCC=O)O)O)=O']	Amadori/Heyns Rearrangement
1111_0	['C(CO)=O', 'C(C(C(CO)O)N)=O']	['O', 'C(C(C(CO)O)NCC=O)=O']	Amadori/Heyns Rearrangement
1112_0	['C(CO)=O', 'C(CNCC(CO)=O)=O']	['O', 'C(CN(CC=O)CC(CO)=O)=O']	Amadori/Heyns Rearrangement
1113_0	['C(CO)=O', 'C(CO)(CN)=O']	['O', 'C(CNCC(CO)=O)=O']	Amadori/Heyns Rearrangement
1114_0	['C(CO)=O', 'C(CN)(C(CO)O)=O']	['O', 'C(CNCC=O)(C(CO)O)=O']	Amadori/Heyns Rearrangement
1116_0	['C(CO)=O', 'C(CNCC=O)=O']	['O', 'C(CN(CC=O)CC=O)=O']	Amadori/Heyns Rearrangement
1118_0	['C(CO)=O', 'C(CN)O']	['O', 'C(CNCCO)=O']	Amadori/Heyns Rearrangement
1120_0	['C(CO)=O', 'C(CN)(O)=O']	['O', 'C(CNCC(O)=O)=O']	Amadori/Heyns Rearrangement
1122_0	['C(CO)=O', 'C(C(CO)(C(CN)O)O)=O']	['O', 'C(C(CO)(C(CNCC=O)O)O)=O']	Amadori/Heyns Rearrangement
1124_0	['C(CO)=O', 'C(C(C(CN)O)O)(O)=O']	['O', 'C(C(C(CNCC=O)O)O)(O)=O']	Amadori/Heyns Rearrangement
1126_0	['C(CO)=O', 'C(C(CNCC=O)O)=O']	['O', 'C(C(CN(CC=O)CC=O)O)=O']	Amadori/Heyns Rearrangement
1127_0	['C(CO)=O', 'C(C(CN)O)=O']	['O', 'C(C(CNCC=O)O)=O']	Amadori/Heyns Rearrangement
1128_0	['C(CO)=O', 'C(C(C(CO)N)O)=O']	['O', 'C(C(C(CO)NCC=O)O)=O']	Amadori/Heyns Rearrangement
1130_0	['C=O', 'O', 'C(C(C(C(CO)O)O)N)=O']	['C(O)=O', 'C(C(C(C(CO)N)O)O)O']	Cannizarro 2, HCHO (oxidation)
1132_0	['C=O', 'O', 'C(C(C(C(C(CO)O)O)O)N)=O']	['C(O)=O', 'C(C(C(C(C(CO)N)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
1134_0	['C=O', 'O', 'C(C(C(CN)O)N)=O']	['C(O)=O', 'C(C(C(CN)O)N)O']	Cannizarro 2, HCHO (oxidation)
1136_0	['C=O', 'O', 'C(C(CO)N)=O']	['C(O)=O', 'C(C(CO)N)O']	Cannizarro 2, HCHO (oxidation)
1138_0	['C=O', 'O', 'C(C(C(C(CO)O)O)O)=O']	['C(O)=O', 'C(C(C(C(CO)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
1140_0	['C=O', 'O', 'C(C(C(C(C(CO)O)O)O)O)=O']	['C(O)=O', 'C(C(C(C(C(CO)O)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
1142_0	['C=O', 'O', 'C(C(C(CN)O)O)=O']	['C(O)=O', 'C(C(C(CN)O)O)O']	Cannizarro 2, HCHO (oxidation)
1144_0	['C=O', 'O', 'C(C(C(CO)O)N)=O']	['C(O)=O', 'C(C(C(CO)O)N)O']	Cannizarro 2, HCHO (oxidation)
1145_0	['C=O', 'O', 'C(C=O)=O']	['C(CO)=O', 'C(O)=O']	Cannizarro 2, HCHO (oxidation)
1146_0	['C=O', 'O', 'C(CNCC(CO)=O)=O']	['C(O)=O', 'C(CO)(CNCCO)=O']	Cannizarro 2, HCHO (oxidation)
1147_0	['C=O', 'O', 'C(CNCC=O)(C(CO)O)=O']	['C(O)=O', 'C(CNCCO)(C(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1148_0	['C=O', 'O', 'C(CNCC=O)=O']	['C(O)=O', 'C(CNCCO)=O']	Cannizarro 2, HCHO (oxidation)
1150_0	['C=O', 'O', 'C(C(CO)(C(C(CO)O)O)O)=O']	['C(O)=O', 'C(C(CO)(C(C(CO)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
1152_0	['C=O', 'O', 'C(C(CO)(C(CN)O)O)=O']	['C(O)=O', 'C(C(CO)(C(CN)O)O)O']	Cannizarro 2, HCHO (oxidation)
1154_0	['C=O', 'O', 'C(C(C(CO)O)(C(CN)O)O)=O']	['C(O)=O', 'C(C(C(CO)O)(C(CN)O)O)O']	Cannizarro 2, HCHO (oxidation)
1156_0	['C=O', 'O', 'C(C(CO)(CO)O)=O']	['C(O)=O', 'C(C(CO)(CO)O)O']	Cannizarro 2, HCHO (oxidation)
1158_0	['C=O', 'O', 'C(C(CO)(C(CO)O)O)=O']	['C(O)=O', 'C(C(CO)(C(CO)O)O)O']	Cannizarro 2, HCHO (oxidation)
1160_0	['C=O', 'O', 'C(C(C(CO)O)(C(CO)O)O)=O']	['C(O)=O', 'C(C(C(CO)O)(C(CO)O)O)O']	Cannizarro 2, HCHO (oxidation)
1161_0	['C=O', 'O', 'C(CC=O)=O']	['C(O)=O', 'C(CCO)=O']	Cannizarro 2, HCHO (oxidation)
1163_0	['C=O', 'O', 'C(C(C)=O)=O']	['C(O)=O', 'C(C)(CO)=O']	Cannizarro 2, HCHO (oxidation)
1165_0	['C=O', 'O', 'C(C(CCO)=O)=O']	['C(O)=O', 'C(CO)(CCO)=O']	Cannizarro 2, HCHO (oxidation)
1166_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['C(O)=O', 'C(CC(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1168_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['C(O)=O', 'C(C(CCO)O)=O']	Cannizarro 2, HCHO (oxidation)
1169_0	['C=O', 'O', 'C(CC(CO)=O)=O']	['C(O)=O', 'C(CO)(CCO)=O']	Cannizarro 2, HCHO (oxidation)
1171_0	['C=O', 'O', 'C(C(C(C)=O)O)=O']	['C(O)=O', 'C(C)(C(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1173_0	['C=O', 'O', 'C(C)=O']	['C(O)=O', 'CCO']	Cannizarro 2, HCHO (oxidation)
1175_0	['C=O', 'O', 'C(C(CNCC=O)O)=O']	['C(O)=O', 'C(CNCC(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1177_0	['C=O', 'O', 'C(C(CNCC=O)O)=O']	['C(O)=O', 'C(C(CNCCO)O)=O']	Cannizarro 2, HCHO (oxidation)
1179_0	['C=O', 'O', 'C(C(C(CO)NCC=O)O)=O']	['C(O)=O', 'C(CNC(CO)C(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1181_0	['C=O', 'O', 'C(C(C(CO)NCC=O)O)=O']	['C(O)=O', 'C(C(C(CO)NCCO)O)=O']	Cannizarro 2, HCHO (oxidation)
1183_0	['C=O', 'O', 'C(C(CN)O)=O']	['C(O)=O', 'C(C(CN)O)O']	Cannizarro 2, HCHO (oxidation)
1184_0	['C=O', 'O', 'C(C(C(CO)N)O)=O']	['C(O)=O', 'C(C(C(CO)O)N)O']	Cannizarro 2, HCHO (oxidation)
1186_0	['C=O', 'O', 'C(C(C(C(CO)O)O)N)=O']	['CO', 'C(C(C(C(CO)O)O)N)(O)=O']	Cannizarro 2, HCHO (reduction)
1188_0	['C=O', 'O', 'C(C(C(C(C(CO)O)O)O)N)=O']	['CO', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	Cannizarro 2, HCHO (reduction)
1190_0	['C=O', 'O', 'C(C(C(CN)O)N)=O']	['CO', 'C(C(C(CN)O)N)(O)=O']	Cannizarro 2, HCHO (reduction)
1192_0	['C=O', 'O', 'C(C(CO)N)=O']	['CO', 'C(C(CO)N)(O)=O']	Cannizarro 2, HCHO (reduction)
1193_0	['C=O', 'O', 'C(C(C(C(CO)O)O)O)=O']	['CO', 'C(C(C(C(CO)O)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1194_0	['C=O', 'O', 'C(C(C(C(C(CO)O)O)O)O)=O']	['CO', 'C(C(C(C(C(CO)O)O)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1195_0	['C=O', 'O', 'C(C(C(CN)O)O)=O']	['CO', 'C(C(C(CN)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1197_0	['C=O', 'O', 'C(C(C(CO)O)N)=O']	['CO', 'C(C(C(CO)O)N)(O)=O']	Cannizarro 2, HCHO (reduction)
1199_0	['C=O', 'O', 'C(C=O)=O']	['CO', 'C(C(O)=O)=O']	Cannizarro 2, HCHO (reduction)
1200_0	['C=O', 'O', 'C(CNCC(CO)=O)=O']	['CO', 'C(CNCC(CO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
1201_0	['C=O', 'O', 'C(CNCC=O)(C(CO)O)=O']	['CO', 'C(CNCC(O)=O)(C(CO)O)=O']	Cannizarro 2, HCHO (reduction)
1202_0	['C=O', 'O', 'C(CNCC=O)=O']	['CO', 'C(CNCC(O)=O)=O']	Cannizarro 2, HCHO (reduction)
1204_0	['C=O', 'O', 'C(C(CO)(C(C(CO)O)O)O)=O']	['CO', 'C(C(CO)(C(C(CO)O)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1206_0	['C=O', 'O', 'C(C(CO)(C(CN)O)O)=O']	['CO', 'C(C(CO)(C(CN)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1208_0	['C=O', 'O', 'C(C(C(CO)O)(C(CN)O)O)=O']	['CO', 'C(C(C(CO)O)(C(CN)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1210_0	['C=O', 'O', 'C(C(CO)(CO)O)=O']	['CO', 'C(C(CO)(CO)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1212_0	['C=O', 'O', 'C(C(CO)(C(CO)O)O)=O']	['CO', 'C(C(CO)(C(CO)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1214_0	['C=O', 'O', 'C(C(C(CO)O)(C(CO)O)O)=O']	['CO', 'C(C(C(CO)O)(C(CO)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1216_0	['C=O', 'O', 'C(CC=O)=O']	['CO', 'C(CC(O)=O)=O']	Cannizarro 2, HCHO (reduction)
1218_0	['C=O', 'O', 'C(C(C)=O)=O']	['CO', 'C(C(C)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
1220_0	['C=O', 'O', 'C(C(CCO)=O)=O']	['CO', 'C(C(CCO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
1222_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['CO', 'C(C(CC=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1224_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['CO', 'C(CC(C=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1226_0	['C=O', 'O', 'C(CC(CO)=O)=O']	['CO', 'C(CC(CO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
1228_0	['C=O', 'O', 'C(C(C(C)=O)O)=O']	['CO', 'C(C(C(C)=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1230_0	['C=O', 'O', 'C(C)=O']	['CO', 'C(C)(O)=O']	Cannizarro 2, HCHO (reduction)
1232_0	['C=O', 'O', 'C(C(CNCC=O)O)=O']	['CO', 'C(C(CNCC=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1234_0	['C=O', 'O', 'C(C(CNCC=O)O)=O']	['CO', 'C(C(CNCC(O)=O)O)=O']	Cannizarro 2, HCHO (reduction)
1236_0	['C=O', 'O', 'C(C(C(CO)NCC=O)O)=O']	['CO', 'C(C(C(CO)NCC=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1238_0	['C=O', 'O', 'C(C(C(CO)NCC=O)O)=O']	['CO', 'C(C(C(CO)NCC(O)=O)O)=O']	Cannizarro 2, HCHO (reduction)
1240_0	['C=O', 'O', 'C(C(CN)O)=O']	['CO', 'C(C(CN)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1242_0	['C=O', 'O', 'C(C(C(CO)N)O)=O']	['CO', 'C(C(C(CO)N)O)(O)=O']	Cannizarro 2, HCHO (reduction)
1244_0	['C(CNCC=O)(C(CO)O)=O']	['C1(CNCC(C1(CO)O)O)=O']	Knoevenagel C
1244_1	['C(CNCC=O)(C(CO)O)=O']	['C1(CNCC(C1(CO)O)O)=O']	Knoevenagel H
1246_0	['C(C(CNCC=O)O)=O']	['C(C1(CNCC1O)O)=O']	Knoevenagel C
1246_1	['C(C(CNCC=O)O)=O']	['C(C1(CNCC1O)O)=O']	Knoevenagel H
1248_0	['C(C(C(CO)NCC=O)O)=O']	['C(C1(C(CNC1CO)O)O)=O']	Knoevenagel C
1248_1	['C(C(C(CO)NCC=O)O)=O']	['C(C1(C(CNC1CO)O)O)=O']	Knoevenagel H
1250_0	['C(C(C(C(CO)O)O)N)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(CO)O)O)N)=O']	Knoevenagel C
1250_1	['C(C(C(C(CO)O)O)N)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(CO)O)O)N)=O']	Knoevenagel H
1252_0	['C(C(C(CN)O)N)=O', 'C(C=O)=O']	['C(C(C(CN)O)(C(C=O)O)N)=O']	Knoevenagel C
1252_1	['C(C(C(CN)O)N)=O', 'C(C=O)=O']	['C(C(C(CN)O)(C(C=O)O)N)=O']	Knoevenagel H
1254_0	['C(C(C(CN)O)N)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CN)O)N)=O']	Knoevenagel C
1254_1	['C(C(C(CN)O)N)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CN)O)N)=O']	Knoevenagel H
1256_0	['C(C(C(CN)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C=O)(C)O)N)=O']	Knoevenagel C
1256_1	['C(C(C(CN)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C=O)(C)O)N)=O']	Knoevenagel H
1258_0	['C(C(C(CN)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C(C)=O)O)N)=O']	Knoevenagel C
1258_1	['C(C(C(CN)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C(C)=O)O)N)=O']	Knoevenagel H
1260_0	['C(C(C(CN)O)N)=O', 'C(C)=O']	['C(C(C(CN)O)(C(C)O)N)=O']	Knoevenagel C
1260_1	['C(C(C(CN)O)N)=O', 'C(C)=O']	['C(C(C(CN)O)(C(C)O)N)=O']	Knoevenagel H
1262_0	['C(C(CO)N)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(C(CO)N)O)N)=O']	Knoevenagel C
1262_1	['C(C(CO)N)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(C(CO)N)O)N)=O']	Knoevenagel H
1264_0	['C(C(CO)N)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)N)=O']	Knoevenagel C
1264_1	['C(C(CO)N)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)N)=O']	Knoevenagel H
1266_0	['C(C(CO)N)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)N)=O']	Knoevenagel C
1266_1	['C(C(CO)N)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)N)=O']	Knoevenagel H
1268_0	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(C(CO)(C(CN)(CO)O)N)=O']	Knoevenagel C
1268_1	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(C(CO)(C(CN)(CO)O)N)=O']	Knoevenagel H
1270_0	['C(C(CO)N)=O', 'C(CNCC=O)=O']	['C(C(CO)(C(CNCC=O)O)N)=O']	Knoevenagel C
1270_1	['C(C(CO)N)=O', 'C(CNCC=O)=O']	['C(C(CO)(C(CNCC=O)O)N)=O']	Knoevenagel H
1272_0	['C(C(CO)N)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C(CO)N)O)O)(O)=O']	Knoevenagel C
1272_1	['C(C(CO)N)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C(CO)N)O)O)(O)=O']	Knoevenagel H
1274_0	['C(C(CO)N)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)N)=O']	Knoevenagel C
1274_1	['C(C(CO)N)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)N)=O']	Knoevenagel H
1276_0	['C(C(CO)N)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)N)=O']	Knoevenagel C
1276_1	['C(C(CO)N)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)N)=O']	Knoevenagel H
1278_0	['C(C(CO)N)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)N)=O']	Knoevenagel C
1278_1	['C(C(CO)N)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)N)=O']	Knoevenagel H
1280_0	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C=O)(CCO)O)N)=O']	Knoevenagel C
1280_1	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C=O)(CCO)O)N)=O']	Knoevenagel H
1282_0	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)N)=O']	Knoevenagel C
1282_1	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)N)=O']	Knoevenagel H
1284_0	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)N)=O']	Knoevenagel C
1284_1	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)N)=O']	Knoevenagel H
1286_0	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)N)=O']	Knoevenagel C
1286_1	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)N)=O']	Knoevenagel H
1288_0	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)N)=O']	Knoevenagel C
1288_1	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)N)=O']	Knoevenagel H
1290_0	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)N)=O']	Knoevenagel C
1290_1	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)N)=O']	Knoevenagel H
1292_0	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)N)O)O)=O']	Knoevenagel C
1292_1	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)N)O)O)=O']	Knoevenagel H
1294_0	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C(C(C)=O)O)O)N)=O']	Knoevenagel C
1294_1	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C(C(C)=O)O)O)N)=O']	Knoevenagel H
