Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,spontaneous_point,spontaneous_95
830_0,-5.955021206452784,0.7805433064575087,True,True,True
832_0,-10.34525814771996,0.8681795068803962,True,True,True
832_1,-10.34525814771996,0.8681795068803962,True,True,True
834_0,-6.124142029043014,1.3032675159556373,True,True,True
836_0,-10.514419769774179,1.4929977932193408,True,True,True
836_1,-10.514419769774179,1.4929977932193408,True,True,True
838_0,-1.4815967044724516,1.503528371791256,True,True,False
840_0,-1.312441622160236,0.8008297994873781,True,True,False
842_0,-5.702678563427412,0.9315174901663511,True,True,True
842_1,-5.702678563427412,0.9315174901663511,True,True,True
844_0,-5.702678563427412,0.9315174901663511,True,True,True
844_1,-5.702678563427412,0.9315174901663511,True,True,True
846_0,-3.787501872408484,1.5473028103181918,True,True,True
846_1,-3.787501872408484,1.5473028103181918,True,True,True
848_0,-6.124141954711149,1.3032675159556373,True,True,True
850_0,-6.124141954711149,1.3032675159556373,True,True,True
851_0,-6.124141954711035,1.3032675159556373,True,True,True
853_0,-6.2932611257516555,2.597682457666115,True,True,True
855_0,-1.4815623704184873,1.5035283717912562,True,True,False
857_0,-10.514344390403494,1.492997793219341,True,True,True
857_1,-10.514344390403494,1.492997793219341,True,True,True
859_0,-6.124141954711149,1.3032675159556373,True,True,True
861_0,-1.4815968759934321,1.503528371791256,True,True,False
863_0,-1.4815968759934321,1.503528371791256,True,True,False
865_0,-3.7875018724085976,1.5473028103181918,True,True,True
865_1,-3.7875018724085976,1.5473028103181918,True,True,True
867_0,-3.7875018724085976,1.5473028103181918,True,True,True
867_1,-3.7875018724085976,1.5473028103181918,True,True,True
869_0,-6.124140340755275,1.3032675159556373,True,True,True
871_0,-1.4815952620375583,1.503528371791256,True,True,False
873_0,-1.4815952620375583,1.503528371791256,True,True,False
875_0,-3.7875002584527238,1.5473028103181918,True,True,True
877_0,-3.7875002584527238,1.5473028103181918,True,True,True
879_0,-10.514377282022565,1.4929977932193408,True,True,True
879_1,-10.514377282022565,1.4929977932193408,True,True,True
881_0,-6.1241347454434845,1.3032675159556373,True,True,True
883_0,-1.4815896667257675,1.5035283717912562,True,True,False
885_0,-1.4815896667257675,1.5035283717912562,True,True,False
887_0,-3.787494663140933,1.5473028103181918,True,True,True
887_1,-3.787494663140933,1.5473028103181918,True,True,True
889_0,-6.1241347454434845,1.3032675159556373,True,True,True
891_0,-6.124141954711035,1.3032675159556373,True,True,True
893_0,-1.4815968759933185,1.5035283717912562,True,True,False
895_0,-6.124141954711035,1.3032675159556373,True,True,True
897_0,-3.787501872408484,1.547302810318192,True,True,True
897_1,-3.787501872408484,1.547302810318192,True,True,True
899_0,-3.787501872408484,1.547302810318192,True,True,True
899_1,-3.787501872408484,1.547302810318192,True,True,True
901_0,-6.124141954711149,1.3032675159556373,True,True,True
903_0,-1.4815968759934321,1.503528371791256,True,True,False
905_0,-1.4815968759934321,1.503528371791256,True,True,False
907_0,-3.7875018724085976,1.5473028103181918,True,True,True
907_1,-3.7875018724085976,1.5473028103181918,True,True,True
909_0,-3.7875018724085976,1.5473028103181918,True,True,True
909_1,-3.7875018724085976,1.5473028103181918,True,True,True
911_0,-6.124141954711149,1.3032675159556373,True,True,True
913_0,-1.4815968759934321,1.503528371791256,True,True,False
915_0,-1.4815968759934321,1.503528371791256,True,True,False
917_0,-3.7875018724085976,1.5473028103181918,True,True,True
917_1,-3.7875018724085976,1.5473028103181918,True,True,True
919_0,-3.7875018724085976,1.5473028103181918,True,True,True
919_1,-3.7875018724085976,1.5473028103181918,True,True,True
921_0,-10.514378895978439,1.4929977932193408,True,True,True
921_1,-10.514378895978439,1.4929977932193408,True,True,True
923_0,-6.124141954711149,1.3032675159556373,True,True,True
925_0,-1.4815968759934321,1.5035283717912562,True,True,False
927_0,-1.4815968759934321,1.5035283717912562,True,True,False
929_0,-3.7875018724085976,1.5473028103181918,True,True,True
929_1,-3.7875018724085976,1.5473028103181918,True,True,True
931_0,-6.124141954711149,1.3032675159556373,True,True,True
932_0,-6.124141954711035,1.3032675159556373,True,True,True
934_0,-1.4815968759933185,1.5035283717912562,True,True,False
936_0,-6.124141954711035,1.3032675159556373,True,True,True
938_0,-3.787501872408484,1.547302810318192,True,True,True
938_1,-3.787501872408484,1.547302810318192,True,True,True
940_0,-3.787501872408484,1.547302810318192,True,True,True
940_1,-3.787501872408484,1.547302810318192,True,True,True
942_0,-6.124141954711149,1.3032675159556373,True,True,True
944_0,-1.4815968759934321,1.5035283717912562,True,True,False
946_0,-1.4815968759934321,1.5035283717912562,True,True,False
948_0,-3.7875018724085976,1.5473028103181918,True,True,True
948_1,-3.7875018724085976,1.5473028103181918,True,True,True
950_0,-6.124141954711149,1.3032675159556373,True,True,True
952_0,-6.124141954711035,1.3032675159556373,True,True,True
954_0,-1.4815968759933185,1.5035283717912562,True,True,False
956_0,-6.124141954711035,1.3032675159556373,True,True,True
958_0,-3.787501872408484,1.547302810318192,True,True,True
960_0,-3.787501872408484,1.547302810318192,True,True,True
962_0,-6.124141954711149,1.3032675159556373,True,True,True
964_0,-1.4815968759934321,1.5035283717912562,True,True,False
966_0,-1.4815968759934321,1.5035283717912562,True,True,False
968_0,-3.7875018724085976,1.5473028103181918,True,True,True
968_1,-3.7875018724085976,1.5473028103181918,True,True,True
970_0,-6.124141954711149,1.3032675159556373,True,True,True
972_0,-6.124141954711035,1.3032675159556373,True,True,True
974_0,-1.4815968759933185,1.5035283717912562,True,True,False
976_0,-6.124141954711035,1.3032675159556373,True,True,True
978_0,-3.787501872408484,1.547302810318192,True,True,True
978_1,-3.787501872408484,1.547302810318192,True,True,True
980_0,-3.787501872408484,1.547302810318192,True,True,True
980_1,-3.787501872408484,1.547302810318192,True,True,True
982_0,-6.124141954711149,1.3032675159556373,True,True,True
984_0,-1.4815968759934321,1.503528371791256,True,True,False
986_0,-6.124141954711149,1.3032675159556373,True,True,True
988_0,-1.4815968759934321,1.503528371791256,True,True,False
990_0,-6.124141954711149,1.3032675159556373,True,True,True
992_0,-1.4815968759934321,1.503528371791256,True,True,False
994_0,-6.124141954711035,1.3032675159556373,True,True,True
996_0,-1.4815968759934321,1.503528371791256,True,True,False
998_0,-6.124141954711149,1.3032675159556373,True,True,True
1000_0,-1.4815968759934321,1.503528371791256,True,True,False
1002_0,-10.514378895978325,1.4929977932193408,True,True,True
1002_1,-10.514378895978325,1.4929977932193408,True,True,True
1004_0,-6.124141954711149,1.3032675159556373,True,True,True
1006_0,-6.124141954711149,1.3032675159556373,True,True,True
1008_0,-8.549734707450511,2.7486287189503757,True,True,True
1008_1,-8.549734707450511,2.7486287189503757,True,True,True
1010_0,-13.192348633423649,2.648478869309342,True,True,True
1010_1,-13.192348633423649,2.648478869309342,True,True,True
1012_0,-13.368871766766233,1.6477739594969991,True,True,True
1012_1,-13.368871766766233,1.6477739594969991,True,True,True
1013_0,-11.726384594208241,2.2267837077043326,True,True,True
1013_1,-11.726384594208241,2.2267837077043326,True,True,True
1015_0,-7.083730400724676,2.3251065572106957,True,True,True
1015_1,-7.083730400724676,2.3251065572106957,True,True,True
1017_0,-7.336038538175103,2.21212140184008,True,True,True
1018_0,-13.368889060559695,1.6477739594969993,True,True,True
1018_1,-13.368889060559695,1.6477739594969993,True,True,True
1020_0,-8.726343981841865,1.7887583864929648,True,True,True
1020_1,-8.726343981841865,1.7887583864929648,True,True,True
1022_0,-6.64201203698974,1.6975067197675469,True,True,True
1022_1,-6.64201203698974,1.6975067197675469,True,True,True
1023_0,-13.368889060559695,1.6477739594969993,True,True,True
1023_1,-13.368889060559695,1.6477739594969993,True,True,True
1024_0,43.89851035998629,7.990150867457925,True,False,False
1024_1,43.89851035998629,7.990150867457925,True,False,False
1026_0,48.54105543870401,7.950725329480573,True,False,False
1026_1,48.54105543870401,7.950725329480573,True,False,False
1027_0,48.288747301253466,7.992520243537185,True,False,False
1028_0,-13.368889060559809,1.6477739594969991,True,True,True
1028_1,-13.368889060559809,1.6477739594969991,True,True,True
1030_0,-8.72631719697847,1.7887583864929648,True,True,True
1030_1,-8.72631719697847,1.7887583864929648,True,True,True
1031_0,-8.978625334428898,1.6567310144101999,True,True,True
1032_0,-13.368883200645314,1.6477739594969991,True,True,True
1032_1,-13.368883200645314,1.6477739594969991,True,True,True
1034_0,-8.726338121927483,1.7887583864929646,True,True,True
1034_1,-8.726338121927483,1.7887583864929646,True,True,True
1036_0,-6.642006177075359,1.6975067197675466,True,True,True
1036_1,-6.642006177075359,1.6975067197675466,True,True,True
1038_0,-13.368883200645314,1.6477739594969991,True,True,True
1038_1,-13.368883200645314,1.6477739594969991,True,True,True
