Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,spontaneous_point,spontaneous_95
49_0,-34.89859682004629,3.714591495472243,True,True,True
51_0,-35.34404400828552,3.367528679376491,True,True,True
53_0,-74.2316140820929,2.771455541399321,True,True,True
55_0,-68.79081458200073,2.1230413805936985,True,True,True
57_0,-57.0348904749508,3.4724289946848903,True,True,True
59_0,-74.00821174053053,3.4527678450068495,True,True,True
61_0,-74.0082371522567,3.4527678450068495,True,True,True
63_0,-75.53795549339458,3.9934904562856346,True,True,True
65_0,-7.704122220141926,1.0089001392175116,True,True,True
65_1,-7.704122220141926,1.0089001392175116,True,True,True
67_0,-21.536522619326206,4.0533414104314325,True,True,True
67_1,-21.536522619326206,4.0533414104314325,True,True,True
69_0,-21.536539913119555,4.0533414104314325,True,True,True
69_1,-21.536539913119555,4.0533414104314325,True,True,True
