Smiles	Generation	Network
C(CO)(CNCC(CO)=O)=O	G3	FormoseAmm
C(CO)(CNCC(CO)N)=O	G4	FormoseAmm
C(CO)(CNCC(CO)O)=O	G4	FormoseAmm
C(CO)(CNCCO)=O	G3	FormoseAmm
C(CO)(CO)=C1C(OCC1O)=O	G5	Formose
C(CO)(OCC(CCO)O)=O	G6	Formose
C(CO)=C1C(C(CC1O)O)=O	G6	Formose
C(CO)=C1C(C(CO)OC1O)=O	G6	Formose
C(CO)=C1C(C(COC1O)O)=O	G6	Formose
C(CO)=C1C(C(O)OCC1O)=O	G6	Formose
C(CO)=C1C(C(OC1CO)O)=O	G6	Formose
C(CO)=C1C(O)OC(CO)C1O	G6	Formose
C(CO)=C1C(O)OCC(C1O)O	G6	Formose
C(CO)=C1C(O)OCC1(C)O	G6	Formose
C(CO)=C1C(O)OCC1(CO)O	G6	Formose
C(CO)=C1C(O)OCC1O	G6	Formose
C(CO)=C1C(OCC(C1O)O)=O	G6	Formose
C(CO)=C1C(OCC1(CO)O)=O	G6	Formose
C(CO)=C1COC(C1CO)O	G6	Formose
C(CO)=CC(C(CO)CO)=O	G6	Formose
C(CO)=CC(CC(CO)O)=O	G6	Formose
C(CO)NC(CN)C(CN)O	G4	FormoseAmm
C(CO)NC(CN)C(CO)N	G4	FormoseAmm
C(CO)NC(CN)C(CO)O	G4	FormoseAmm
C(CO)NC(CN)CN	G4	FormoseAmm
C(CO)NC(CO)C(CN)N	G4	FormoseAmm
C(CO)NC(CO)C(CN)O	G4	FormoseAmm
C(CO)NC(CO)C(CO)N	G4	FormoseAmm
C(CO)NC(CO)CN	G4	FormoseAmm
C(CO)NCC(C(CN)N)O	G4	FormoseAmm
C(CO)NCC(C(CN)O)N	G4	FormoseAmm
C(CO)NCC(C(CO)N)N	G4	FormoseAmm
C(CO)NCC(C(CO)N)O	G4	FormoseAmm
C(CO)NCC(C(CO)O)N	G4	FormoseAmm
C(CO)NCC(CN)N	G4	FormoseAmm
C(CO)NCC(CN)O	G4	FormoseAmm
C(CO)NCC(CO)N	G4	FormoseAmm
C(CO)NCCN	G4	FormoseAmm
C(N)=C1C(C(C(CO1)O)N)O	G4	GlucoseAmm
C(N)=C1C(C(C(CO1)O)O)N	G4	GlucoseAmm
C(N)=C1C(CC(C1O)O)=O	G4	GlucoseAmm
C(N)=CC(C(C(C(C)=O)=O)O)O	G4	FormoseAmm
C(N)=CC(CC(C(CO)=O)=O)O	G4	FormoseAmm
C1(C(C(C(C(C)O)(C1)O)O)=O)=O	G6	Formose
C1(C(C(C(C(C1)N)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C(C1)N)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C(C1)N)O)O)O)=O	G3	GlucoseAmm
C1(C(C(C(C(C1)O)O)N)N)=O	G4	GlucoseAmm
C1(C(C(C(C(C1)O)O)N)O)=O	G3	GlucoseAmm
C1(C(C(C(C(C1)O)O)O)N)=O	G3	GlucoseAmm
C1(C(C(C(C(C1C)=O)O)O)O)=O	G6	Formose
C1(C(C(C(C(C1N)O)O)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C(C1O)=C)=O)O)O)=O	G6	Formose
C1(C(C(C(C(CO)O)C1)O)=O)=O	G6	Formose
C1(C(C(C(C(CO)O)O1)N)O)=O	G3	GlucoseAmm
C1(C(C(C(C(CO)O)O1)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C(CO)O1)O)N)O)=O	G3	GlucoseAmm
C1(C(C(C(C(CO)O1)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C(CO1)O)O)N)O)=O	G3	GlucoseAmm
C1(C(C(C(C(CO1)O)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C)(C1C)O)O)O)=O	G6	Formose
C1(C(C(C(C)(C1N)N)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C)(C1N)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C)(C1N)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C)(C1O)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C)(C1O)O)O)=O)=O	G5	Formose
C1(C(C(C(C)(CC1O)O)O)=O)=O	G6	Formose
C1(C(C(C(C)(CO1)O)O)O)=O	G6	Formose
C1(C(C(C(C)O)C(CO)O1)O)=O	G6	Formose
C1(C(C(C(C)O)O)OCC1O)=O	G5	Formose
C1(C(C(C(C1(C)N)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C1(C)N)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1(C)N)O)O)O)=O	G3	GlucoseAmm
C1(C(C(C(C1(C)O)=C)O)O)=O	G6	Formose
C1(C(C(C(C1(C)O)=O)O)O)=O	G6	Formose
C1(C(C(C(C1(C)O)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C1(C)O)O)O)=O)=O	G4	GlucoseAmm
C1(C(C(C(C1(C)O)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1(C=C)O)O)O)O)=O	G6	Formose
C1(C(C(C(C1(CC)O)O)O)O)=O	G6	Formose
C1(C(C(C(C1(CO)C)=O)O)O)=O	G5	Glucose
C1(C(C(C(C1)=CN)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C1)N)(CN)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C1)N)(CO)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1)O)(CC)O)O)=O	G6	Formose
C1(C(C(C(C1)O)(CO)CO)O)=O	G6	Formose
C1(C(C(C(C1)O)(CO)N)O)=O	G4	FormoseAmm
C1(C(C(C(C1)O)(CO)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1)O)CN)O)=O	G4	GlucoseAmm
C1(C(C(C(C1)O)O)C(C=O)O)=O	G6	Formose
C1(C(C(C(C1)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1C(C)O)=O)O)O)=O	G6	Formose
C1(C(C(C(C1C(C)O)O)O)=O)=O	G6	Formose
C1(C(C(C(C1CCO)=O)O)O)=O	G6	Formose
C1(C(C(C(C1CN)N)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C1CN)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C1CN)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1CN)O)O)O)=O	G3	GlucoseAmm
C1(C(C(C(C1CO)N)N)O)=O	G4	GlucoseAmm
C1(C(C(C(C1CO)N)O)N)=O	G4	GlucoseAmm
C1(C(C(C(C1CO)N)O)O)=O	G3	GlucoseAmm
C1(C(C(C(C1CO)O)N)N)=O	G4	GlucoseAmm
C1(C(C(C(C1CO)O)O)N)=O	G3	GlucoseAmm
C1(C(C(C(C1N)=C)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C1N)N)(C)O)O)=O	G4	GlucoseAmm
C1(C(C(C(C1N)N)CO)O)=O	G4	GlucoseAmm
C1(C(C(C(C1O)=CC)O)O)=O	G6	Formose
C1(C(C(C(C1O)=CC=O)O)O)=O	G6	Formose
C1(C(C(C(C1O)=O)O)O)=O	G6	Formose
C1(C(C(C(C1O)O)(CC)O)O)=O	G6	Formose
C1(C(C(C(C=1)=O)(C)O)O)CO	G6	Formose
C1(C(C(C(C=1)=O)CO)O)CO	G6	Formose
C1(C(C(C(C=1)=O)CO)O)N	G4	GlucoseAmm
C1(C(C(C(C=CC1O)=O)O)O)=O	G6	Formose
C1(C(C(C(CC(C)O)O1)O)O)=O	G6	Formose
C1(C(C(C(CC(C)O1)O)O)O)=O	G6	Formose
C1(C(C(C(CC)(C1)O)O)O)=O	G6	Formose
C1(C(C(C(CC1(C)O)O)O)O)=O	G6	Formose
C1(C(C(C(CC1CO)O)O)O)=O	G5	Glucose
C1(C(C(C(CC1N)N)O)O)=O	G4	GlucoseAmm
C1(C(C(C(CC1N)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(CC1N)O)O)O)=O	G3	GlucoseAmm
C1(C(C(C(CC1O)N)O)O)=O	G4	GlucoseAmm
C1(C(C(C(CCCO)O1)O)O)=O	G6	Formose
C1(C(C(C(CCN)O1)O)O)=O	G4	GlucoseAmm
C1(C(C(C(CN)(C1)O)N)O)=O	G4	GlucoseAmm
C1(C(C(C(CN)(C1)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(CN)C1)O)O)=O	G4	GlucoseAmm
C1(C(C(C(CN)C1N)O)O)=O	G4	GlucoseAmm
C1(C(C(C(CO)(C)O1)O)O)=O	G6	Formose
C1(C(C(C(CO)(C1)O)N)N)=O	G4	GlucoseAmm
C1(C(C(C(CO)(C1)O)O)=O)=O	G6	Formose
C1(C(C(C(CO)(C1)O)O)N)=O	G4	GlucoseAmm
C1(C(C(C(CO)(CO)C1)O)O)=O	G6	Formose
C1(C(C(C(CO)(CO)O1)=C)O)=O	G6	Formose
C1(C(C(C(CO)(CO1)O)=C)O)=O	G6	Formose
C1(C(C(C(CO)=CC1)O)O)=O	G6	Formose
C1(C(C(C(CO)=O)=CC1O)O)=O	G6	Formose
C1(C(C(C(CO)C1C)O)O)=O	G6	Formose
C1(C(C(C(CO)C1N)N)O)=O	G4	GlucoseAmm
C1(C(C(C(CO)C1N)O)N)=O	G4	GlucoseAmm
C1(C(C(C(CO)C1N)O)O)=O	G3	GlucoseAmm
C1(C(C(C(CO)CO1)O)O)=O	G6	Formose
C1(C(C(C(CO)O)=CC1)O)=O	G6	Formose
C1(C(C(C(CO)O)C(C)O1)O)=O	G6	Formose
C1(C(C(C(CO)O1)O)O)=CN	G3	GlucoseAmm
C1(C(C(C(CO)OCC1)O)O)=O	G6	Formose
C1(C(C(C(CO1)O)C(C)O)O)=O	G6	Formose
C1(C(C(C(CO1)O)O)O)=CN	G3	GlucoseAmm
C1(C(C(C(O)OCC1)N)N)=O	G4	GlucoseAmm
C1(C(C(C(O)OCC1)O)N)=O	G3	GlucoseAmm
C1(C(C(C(OC1C=C)O)O)O)=O	G6	Formose
C1(C(C(C)(C(C)(CO1)O)O)O)=O	G6	Formose
C1(C(C(C)(C(CCO)O1)O)O)=O	G6	Formose
C1(C(C(C)(C(CCO1)O)O)O)=O	G6	Formose
C1(C(C(C)(C(CO)(C)O1)O)O)=O	G6	Formose
C1(C(C(C)(C(CO)C1O)O)O)=O	G6	Formose
C1(C(C(C)(O)OCC1(C)O)O)=O	G6	Formose
C1(C(C(C)(O)OCC1N)O)=O	G4	GlucoseAmm
C1(C(C(C)(OC1(CO)C)O)O)=O	G6	Formose
C1(C(C(C)CC(C1O)O)O)=O	G6	Formose
C1(C(C(C)N)OC(C1O)O)=O	G4	GlucoseAmm
C1(C(C(C)O)(C(C(C1)=O)O)O)=O	G6	Formose
C1(C(C(C)O)(C(CCO1)O)O)=O	G5	Formose
C1(C(C(C)O)(C(CO)CO1)O)=O	G6	Formose
C1(C(C(C)O)(CC(C1O)=O)O)=O	G6	Formose
C1(C(C(C)O)(CC(CO)O1)O)=O	G6	Formose
C1(C(C(C)O)(CC(CO1)O)O)=O	G6	Formose
C1(C(C(C)O)(O)OC(C)C1O)=O	G6	Formose
C1(C(C(C)O)(O)OCC1(C)O)=O	G6	Formose
C1(C(C(C)O)(O)OCCC1O)=O	G6	Formose
C1(C(C(C)O)C(C(C1O)=O)O)=O	G6	Formose
C1(C(C(C)O)C(C(CO)O1)O)=O	G5	Formose
C1(C(C(C)O)C(C(CO1)O)O)=O	G5	Formose
C1(C(C(C)O)C(CO1)(CO)O)=O	G6	Formose
C1(C(C(C)O)OC(C1(C)O)O)=O	G6	Formose
C1(C(C(C)O)OC(CO)C1O)=O	G5	Formose
C1(C(C(C)OC(C1(C)O)O)O)=O	G6	Formose
C1(C(C(C=C(C1)N)O)O)=O	G4	GlucoseAmm
C1(C(C(C=C(C=O)C1O)O)O)=O	G6	Formose
C1(C(C(C=C)C(C1O)O)O)=O	G6	Formose
C1(C(C(C=C)OC(C1O)O)O)=O	G6	Formose
C1(C(C(C=C)OC1(CO)O)O)=O	G6	Formose
C1(C(C(C=CC1CO)O)O)=O	G6	Formose
C1(C(C(C=CC1N)O)O)=O	G4	GlucoseAmm
C1(C(C(C=CC1O)O)N)=O	G4	GlucoseAmm
C1(C(C(C=CN)O)OC(C1)O)=O	G4	FormoseAmm
C1(C(C(C=O)=C(CO)C1O)O)=O	G6	Formose
C1(C(C(C=O)=CC1(CO)O)O)=O	G6	Formose
C1(C(C(C=O)O)NCC1O)=O	G4	FormoseAmm
C1(C(C(CC(C1N)N)O)O)=O	G4	GlucoseAmm
C1(C(C(CC(C1N)O)N)O)=O	G4	GlucoseAmm
C1(C(C(CC(C1N)O)O)N)=O	G4	GlucoseAmm
C1(C(C(CC(C1O)N)O)O)=O	G4	GlucoseAmm
C1(C(C(CC(C=1)=O)O)O)N	G4	GlucoseAmm
C1(C(C(CC(CCO)O1)O)O)=O	G6	Formose
C1(C(C(CC(CO)C1)O)O)=O	G6	Formose
C1(C(C(CC(CO)O1)N)N)=O	G4	GlucoseAmm
C1(C(C(CC(CO)O1)N)O)=O	G4	GlucoseAmm
C1(C(C(CC(CO1)O)N)N)=O	G4	GlucoseAmm
C1(C(C(CC(CO1)O)N)O)=O	G4	GlucoseAmm
C1(C(C(CC)O)(O)OCC1O)=O	G6	Formose
C1(C(C(CC)O)OC(C1O)O)=O	G6	Formose
C1(C(C(CC1(C(C)=O)O)O)O)=O	G6	Formose
C1(C(C(CC1(CCO)O)O)O)=O	G6	Formose
C1(C(C(CC1(CO)CO)O)=O)=O	G5	Glucose
C1(C(C(CC1(CO)CO)O)O)=O	G6	Formose
C1(C(C(CC1(CO)O)O)=O)=O	G4	GlucoseAmm
C1(C(C(CC1(CO)O)O)N)=O	G4	GlucoseAmm
C1(C(C(CC1)(CN)O)O)=O	G4	GlucoseAmm
C1(C(C(CC1)(CO)CO)O)=O	G6	Formose
C1(C(C(CC1C(CO)=O)O)O)=O	G5	Glucose
C1(C(C(CC1CCO)O)O)=O	G6	Formose
C1(C(C(CC1CO)(CO)O)=O)=O	G5	Glucose
C1(C(C(CC1N)(CN)O)O)=O	G4	GlucoseAmm
C1(C(C(CC1N)(CO)O)O)=O	G4	GlucoseAmm
C1(C(C(CC1N)O)O)=O	G4	GlucoseAmm
C1(C(C(CC1O)(C(C)O)O)O)=O	G6	Formose
C1(C(C(CC1O)(CCO)O)O)=O	G6	Formose
C1(C(C(CC1O)O)(CC=O)O)=O	G5	Formose
C1(C(C(CCC(C1)O)O)O)=O	G6	Formose
C1(C(C(CCC(C1O)O)O)=O)=O	G6	Formose
C1(C(C(CCC(C1O)O)O)O)=O	G6	Formose
C1(C(C(CCC1(C)O)O)O)=O	G6	Formose
C1(C(C(CCC1(CO)O)O)O)=O	G6	Formose
C1(C(C(CCC1CO)O)O)=O	G6	Formose
C1(C(C(CCCC1O)O)O)=O	G6	Formose
C1(C(C(CCN)O)OC(C1)O)=O	G4	FormoseAmm
C1(C(C(CCO)O)OCC1O)=O	G4	Formose
C1(C(C(CN)(C(C1)O)O)N)=O	G4	GlucoseAmm
C1(C(C(CN)(O)OCC1)N)=O	G4	GlucoseAmm
C1(C(C(CN)(O)OCC1)O)=O	G3	GlucoseAmm
C1(C(C(CN)(O)OCC1O)O)=O	G4	GlucoseAmm
C1(C(C(CN)N)(O)OCC1)=O	G4	GlucoseAmm
C1(C(C(CN)N)OCC1O)=O	G4	GlucoseAmm
C1(C(C(CN)NC1CO)O)=O	G4	GlucoseAmm
C1(C(C(CN)NCC1)O)=O	G4	GlucoseAmm
C1(C(C(CN)NCC1O)O)=O	G4	GlucoseAmm
C1(C(C(CN)O)NCC1)=O	G4	GlucoseAmm
C1(C(C(CN)O)OCC1O)=O	G4	GlucoseAmm
C1(C(C(CNC1CO)N)O)=O	G4	GlucoseAmm
C1(C(C(CNCC1)O)O)=O	G4	GlucoseAmm
C1(C(C(CNCC1N)O)O)=O	G4	FormoseAmm
C1(C(C(CNCC1O)N)O)=O	G4	GlucoseAmm
C1(C(C(CO)(C(C)C1)O)O)=O	G6	Formose
C1(C(C(CO)(C(C)O1)O)O)=O	G6	Formose
C1(C(C(CO)(C(C1)N)O)O)=O	G4	GlucoseAmm
C1(C(C(CO)(C)O)OCC1O)=O	G4	Formose
C1(C(C(CO)(CC1C)O)O)=O	G6	Formose
C1(C(C(CO)(CCO1)O)O)=O	G5	Formose
C1(C(C(CO)(CO)C(C)O1)O)=O	G6	Formose
C1(C(C(CO)(CO)CO1)O)=O	G6	Formose
C1(C(C(CO)(CO1)C(C)O)O)=O	G6	Formose
C1(C(C(CO)(O)OCC1)N)=O	G4	GlucoseAmm
C1(C(C(CO)(OC1C=C)O)O)=O	G6	Formose
C1(C(C(CO)=C(CO)CO1)O)=O	G6	Formose
C1(C(C(CO)=CC1(C)O)O)=O	G6	Formose
C1(C(C(CO)=CC1CO)O)=O	G6	Formose
C1(C(C(CO)C(C(C1)=O)O)O)=O	G5	Glucose
C1(C(C(CO)C(C(C1)O)O)O)=O	G5	Formose
C1(C(C(CO)C(C1C)O)O)=O	G6	Formose
C1(C(C(CO)C(CC1)O)O)=O	G6	Formose
C1(C(C(CO)C(CC1O)O)O)=O	G6	Formose
C1(C(C(CO)C(CCO)O1)O)=O	G6	Formose
C1(C(C(CO)C(CCO)O1)O)O	G6	Formose
C1(C(C(CO)C(CCO1)O)O)=O	G6	Formose
C1(C(C(CO)C(CO)C1O)O)=O	G6	Formose
C1(C(C(CO)C(CO)O1)O)O	G5	Formose
C1(C(C(CO)CC(C1)O)O)=O	G6	Formose
C1(C(C(CO)CC1(CO)O)O)=O	G6	Formose
C1(C(C(CO)CO)OC(C1)O)=O	G6	Formose
C1(C(C(CO)N)(O)OCC1)=O	G4	GlucoseAmm
C1(C(C(CO)N)NCC1N)=O	G4	GlucoseAmm
C1(C(C(CO)N)OC(C1)N)=O	G4	GlucoseAmm
C1(C(C(CO)N)OC(C1)O)=O	G3	GlucoseAmm
C1(C(C(CO)N)OC(C1O)O)=O	G4	GlucoseAmm
C1(C(C(CO)N)OCC1N)=O	G4	GlucoseAmm
C1(C(C(CO)N)OCC1O)=O	G4	GlucoseAmm
C1(C(C(CO)NCC1)O)=O	G4	GlucoseAmm
C1(C(C(CO)NCC1N)N)=O	G4	GlucoseAmm
C1(C(C(CO)NCC1N)O)=O	G3	GlucoseAmm
C1(C(C(CO)NCC1O)O)=O	G3	GlucoseAmm
C1(C(C(CO)O)(CC(C)O1)O)=O	G6	Formose
C1(C(C(CO)O)NCC1)=O	G4	GlucoseAmm
C1(C(C(CO)O)NCC1N)=O	G3	GlucoseAmm
C1(C(C(CO)O)OC(C1)N)=O	G3	GlucoseAmm
C1(C(C(CO)O)OC(C1N)O)=O	G4	GlucoseAmm
C1(C(C(CO)O)OC(C1O)=C)=O	G6	Formose
C1(C(C(CO)O)OC(C=1)=O)N	G4	GlucoseAmm
C1(C(C(CO)O)OC(CC1)O)=O	G5	Formose
C1(C(C(CO)O)OCC1N)=O	G3	GlucoseAmm
C1(C(C(CO)OC(C1)N)N)=O	G4	GlucoseAmm
C1(C(C(CO)OC(C1)N)O)=O	G3	GlucoseAmm
C1(C(C(CO)OC(C1)O)N)=O	G3	GlucoseAmm
C1(C(C(CO)OC(C1N)O)O)=O	G4	GlucoseAmm
C1(C(C(CO)OC(C1O)=C)O)=O	G6	Formose
C1(C(C(CO)OC(C=1)=O)O)N	G4	GlucoseAmm
C1(C(C(CO)OC(CC1)O)O)=O	G5	Formose
C1(C(C(CO)OC1(CO)C)O)=O	G5	Glucose
C1(C(C(CO)OCC1N)N)=O	G4	GlucoseAmm
C1(C(C(CO)OCC1N)O)=O	G3	GlucoseAmm
C1(C(C(CO1)(C(C)O)O)O)=O	G6	Formose
C1(C(C(CO1)(C(C=C)O)O)O)=O	G6	Formose
C1(C(C(CO1)(CCCO)O)O)=O	G6	Formose
C1(C(C(CO1)(CCO)O)O)=O	G5	Formose
C1(C(C(CO1)=C(CO)CO)O)=O	G6	Formose
C1(C(C(CO1)=C)(C(CO)O)O)=O	G6	Formose
C1(C(C(CO1)=CC(CO)O)O)=O	G6	Formose
C1(C(C(CO1)O)(C(CC)O)O)=O	G6	Formose
C1(C(C(CO1)O)(C(CN)O)O)=O	G4	GlucoseAmm
C1(C(C(CO1)O)(C(CO)C)O)=O	G6	Formose
C1(C(C(CO1)O)(CCCO)O)=O	G6	Formose
C1(C(C(CO1)O)(CCO)O)=O	G5	Formose
C1(C(C(CO1)O)C(C(C)O)O)=O	G5	Formose
C1(C(C(CO1)O)C(CCO)O)=O	G4	Formose
C1(C(C(CO1)O)C(CN)O)=O	G4	FormoseAmm
C1(C(C(CO1)O)C(CO)CO)=O	G6	Formose
C1(C(C(COC(C1)N)N)O)=O	G4	GlucoseAmm
C1(C(C(COC(C1)N)O)N)=O	G4	GlucoseAmm
C1(C(C(COC(C1)N)O)O)=O	G3	GlucoseAmm
C1(C(C(COC(C1)O)CO)O)=O	G6	Formose
C1(C(C(COC(C1)O)N)N)=O	G4	GlucoseAmm
C1(C(C(COC(C1)O)N)O)=O	G3	GlucoseAmm
C1(C(C(COC(C1)O)O)N)=O	G3	GlucoseAmm
C1(C(C(COC(C1N)O)O)O)=O	G4	GlucoseAmm
C1(C(C(COC(C1O)=C)O)O)=O	G6	Formose
C1(C(C(COC(C1O)O)N)O)=O	G4	GlucoseAmm
C1(C(C(COC(C=1)=O)O)O)N	G4	GlucoseAmm
C1(C(C(COC1(CO)C)O)O)=O	G5	Glucose
C1(C(C(COCC1N)N)O)=O	G4	GlucoseAmm
C1(C(C(COCC1N)O)N)=O	G4	GlucoseAmm
C1(C(C(COCC1N)O)O)=O	G3	GlucoseAmm
C1(C(C(N)=CC(CO)O1)O)=O	G4	GlucoseAmm
C1(C(C(N)=CC(CO1)O)O)=O	G4	GlucoseAmm
C1(C(C(N)=CC1CO)O)=O	G4	GlucoseAmm
C1(C(C(N)OC(CO)C1)N)=O	G4	GlucoseAmm
C1(C(C(N)OC(CO)C1)O)=O	G3	GlucoseAmm
C1(C(C(N)OCC(C1)N)O)=O	G4	GlucoseAmm
C1(C(C(N)OCC(C1)O)N)=O	G4	GlucoseAmm
C1(C(C(N)OCC(C1)O)O)=O	G3	GlucoseAmm
C1(C(C(N)OCCC1N)O)=O	G4	GlucoseAmm
C1(C(C(O)OC(C)C1N)O)=O	G4	GlucoseAmm
C1(C(C(O)OC(CC1)CO)O)=O	G6	Formose
C1(C(C(O)OC(CCO)C1)O)=O	G5	Formose
C1(C(C(O)OC(CO)C1N)O)=O	G4	GlucoseAmm
C1(C(C(O)OCC(C1)N)N)=O	G4	GlucoseAmm
C1(C(C(O)OCC(C1)N)O)=O	G3	GlucoseAmm
C1(C(C(O)OCC(C1N)O)O)=O	G4	GlucoseAmm
C1(C(C(O)OCC1CCO)O)=O	G5	Glucose
C1(C(C(O)OCC1CO)CO)=O	G6	Formose
C1(C(C(O)OCC1O)O)=CC=O	G6	Formose
C1(C(C(O)OCCC1CO)O)=O	G5	Glucose
C1(C(C(O)OCCC1N)O)=O	G3	GlucoseAmm
C1(C(C)(C(C(C1(C)O)=O)O)O)=O	G6	Formose
C1(C(C)(C(C(C1CO)O)O)O)=O	G6	Formose
C1(C(C)(C(C(C1O)=C)O)O)=O	G6	Formose
C1(C(C)(C(C(C1O)=O)(C)O)O)=O	G6	Formose
C1(C(C)(C(C(C1O)=O)O)O)=O	G6	Formose
C1(C(C)(C(CC1CO)O)O)=O	G6	Formose
C1(C(C)(O)OC(C)C1(CO)O)=O	G6	Formose
C1(C(C)(O)OC(CO)C1(C)O)=O	G6	Formose
C1(C(C)(O)OC(CO)CC1O)=O	G6	Formose
C1(C(C)(O)OCC(C1(C)O)O)=O	G6	Formose
C1(C(C)(O)OCC(CC1O)O)=O	G6	Formose
C1(C(C)(O)OCC1(C(C)O)O)=O	G6	Formose
C1(C(C)(O)OCC1(CCO)O)=O	G6	Formose
C1(C(C)(O)OCC1(CO)O)=O	G6	Formose
C1(C(C)(O)OCCC1(CO)O)=O	G6	Formose
C1(C(C)C(C(C(C1O)=O)O)O)=O	G6	Formose
C1(C(C)C(CO)(C(CO)O1)O)=O	G6	Formose
C1(C(C)C(CO)(C(CO1)O)O)=O	G6	Formose
C1(C(C)C(CO1)(C(CO)O)O)=O	G6	Formose
C1(C(C)OC(C(C(C1)O)O)O)=O	G6	Formose
C1(C(C)OC(C(C1)O)(CO)O)=O	G6	Formose
C1(C(C)OC(C(C1CO)O)O)=O	G6	Formose
C1(C(C)OC(C(C1N)O)O)=O	G4	GlucoseAmm
C1(C(C)OC(C(C1O)N)O)=O	G4	GlucoseAmm
C1(C(C)OC(C(CO)(C1)O)O)=O	G6	Formose
C1(C(C)OC(C1C(CO)O)O)=O	G6	Formose
C1(C(C)OC(CN)(C1O)O)=O	G4	GlucoseAmm
C1(C(C)OC(CO)(C1(C)O)O)=O	G6	Formose
C1(C(C)OC(CO)(CO)C1O)=O	G6	Formose
C1(C(C)OCC(CO)(C1O)O)=O	G6	Formose
C1(C(C2(C(C1(CC2)O)O)O)O)=O	G6	Formose
C1(C(C2(C(C1)(O)OCC2)O)O)=O	G6	Formose
C1(C(C2(COCC2(C1)O)O)O)=O	G5	Formose
C1(C(C=C(C(C)O)C1O)O)=O	G6	Formose
C1(C(C=C(C1CO)N)O)=O	G4	GlucoseAmm
C1(C(C=C(C=O)C1(CO)O)O)=O	G6	Formose
C1(C(C=C(CO)C(CO)O1)O)=O	G6	Formose
C1(C(C=C(CO)C(CO1)O)O)=O	G6	Formose
C1(C(C=C(CO)C1(C)O)O)=O	G6	Formose
C1(C(C=C(CO)C1N)O)=O	G4	GlucoseAmm
C1(C(C=C(CO1)C(CO)O)O)=O	G6	Formose
C1(C(C=CC(C(CO)O)O1)O)=O	G6	Formose
C1(C(C=CC(C(CO)O1)O)O)=O	G6	Formose
C1(C(C=CC(CO)(CO)O1)O)=O	G6	Formose
C1(C(C=CC(CO)(CO1)O)O)=O	G6	Formose
C1(C(C=CC(CO)O1)(CO)O)=O	G5	Glucose
C1(C(C=CC(CO1)O)(CO)O)=O	G5	Glucose
C1(C(C=CC1(C(CO)O)O)O)=O	G6	Formose
C1(C(C=CC1(CO)CO)O)=O	G6	Formose
C1(C(C=CC1(CO)O)N)=O	G4	GlucoseAmm
C1(C(C=CC1C(CO)O)O)=O	G6	Formose
C1(C(C=CC1CO)(CO)O)=O	G6	Formose
C1(C(C=CCO1)(C(CO)O)O)=O	G6	Formose
C1(C(CC(C(C(C)O)O)O1)O)=O	G6	Formose
C1(C(CC(C(C(C)O)O1)O)O)=O	G6	Formose
C1(C(CC(C(C(C)O1)O)O)O)=O	G6	Formose
C1(C(CC(C(C)O)(C1)O)O)=O	G6	Formose
C1(C(CC(C(C1(C)O)O)O)=O)=O	G6	Formose
C1(C(CC(C(C1)O)O)O)=O	G6	Formose
C1(C(CC(C(C1CO)O)O)O)=O	G6	Formose
C1(C(CC(C(C1N)N)O)O)=O	G4	GlucoseAmm
C1(C(CC(C(C1N)O)N)O)=O	G4	GlucoseAmm
C1(C(CC(C(C1N)O)O)N)=O	G4	GlucoseAmm
C1(C(CC(C(C1N)O)O)O)=O	G4	GlucoseAmm
C1(C(CC(C(C1O)N)O)O)=O	G4	GlucoseAmm
C1(C(CC(C(CCO)O)O1)O)=O	G6	Formose
C1(C(CC(C(CCO)O1)O)O)=O	G6	Formose
C1(C(CC(C(CO)CO)O1)O)=O	G6	Formose
C1(C(CC(C(CO)CO1)O)O)=O	G6	Formose
C1(C(CC(C(CO)O)C1)O)=O	G6	Formose
C1(C(CC(C(CO)O)O1)N)=O	G3	GlucoseAmm
C1(C(CC(C(CO)O1)N)N)=O	G4	GlucoseAmm
