Smiles	Generation	Network
C(C(CN)(C(CCN)O)O)=O	G4	FormoseAmm
C(C(CN)(C(CCO)O)O)=O	G4	FormoseAmm
C(C(CN)(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(C(CN)(C(CN)(CN)O)O)O	G4	FormoseAmm
C(C(CN)(C(CN)O)N)O	G4	FormoseAmm
C(C(CN)(C(CN)O)O)=O	G3	FormoseAmm
C(C(CN)(C(CN)O)O)N	G4	FormoseAmm
C(C(CN)(C(CO)(C)O)O)=O	G4	FormoseAmm
C(C(CN)(C(CO)(CN)O)N)O	G4	FormoseAmm
C(C(CN)(C(CO)(CN)O)O)=O	G3	FormoseAmm
C(C(CN)(C(CO)(CN)O)O)O	G4	FormoseAmm
C(C(CN)(C(CO)(CO)O)N)O	G4	FormoseAmm
C(C(CN)(C(CO)(CO)O)O)=O	G3	FormoseAmm
C(C(CN)(C(CO)N)O)O	G4	FormoseAmm
C(C(CN)(C(CO)O)N)O	G4	FormoseAmm
C(C(CN)(C(CO)O)O)=O	G3	FormoseAmm
C(C(CN)(C(CO)O)O)O	G3	FormoseAmm
C(C(CN)(CC(C=O)N)O)=O	G4	FormoseAmm
C(C(CN)(CC(CN)=O)O)=O	G4	FormoseAmm
C(C(CN)(CC(CO)=O)O)=O	G4	FormoseAmm
C(C(CN)(CCN)O)O	G4	FormoseAmm
C(C(CN)(CCO)O)O	G4	FormoseAmm
C(C(CN)(CN)O)O	G4	FormoseAmm
C(C(CN)(CO)N)=O	G4	FormoseAmm
C(C(CN)(CO)NCC=O)=O	G4	FormoseAmm
C(C(CN)(CO)NCCO)=O	G4	FormoseAmm
C(C(CN)=O)(C(C(C)N)N)=O	G4	GlucoseAmm
C(C(CN)=O)(C(C(C)N)O)=O	G4	GlucoseAmm
C(C(CN)=O)(C(C(C)O)N)=O	G4	GlucoseAmm
C(C(CN)=O)(C(C(C)O)O)=O	G4	GlucoseAmm
C(C(CN)=O)(C(C(CO)N)O)=O	G4	GlucoseAmm
C(C(CN)=O)(C(C(CO)O)N)=O	G4	GlucoseAmm
C(C(CN)=O)(C(C(CO)O)O)=O	G3	GlucoseAmm
C(C(CN)=O)(C(C)C(CO)O)=O	G4	GlucoseAmm
C(C(CN)=O)(C(CCN)N)=O	G4	GlucoseAmm
C(C(CN)=O)(C(CCN)O)=O	G4	GlucoseAmm
C(C(CN)=O)(C(CCO)N)=O	G3	GlucoseAmm
C(C(CN)=O)(C(CO)CCO)=O	G4	GlucoseAmm
C(C(CN)C(C(C(C)O)O)O)=O	G4	FormoseAmm
C(C(CN)C(C(C)N)O)=O	G4	FormoseAmm
C(C(CN)C(C(CC=O)O)O)=O	G4	FormoseAmm
C(C(CN)C(C(CCO)O)O)=O	G4	FormoseAmm
C(C(CN)C(C(CN)N)O)=O	G4	FormoseAmm
C(C(CN)C(C(CN)O)O)=O	G4	FormoseAmm
C(C(CN)C(C(CO)=O)(C)O)=O	G4	FormoseAmm
C(C(CN)C(C(CO)N)O)=O	G4	FormoseAmm
C(C(CN)C(C(CO)O)O)=O	G4	FormoseAmm
C(C(CN)C(C(N)=C)O)=O	G4	FormoseAmm
C(C(CN)C(C)(C(C=O)O)O)=O	G4	FormoseAmm
C(C(CN)C(C)(C(CO)O)O)=O	G4	FormoseAmm
C(C(CN)C(C)(CN)O)=O	G4	FormoseAmm
C(C(CN)C(C)(CO)O)=O	G4	FormoseAmm
C(C(CN)C(C=CN)O)=O	G4	FormoseAmm
C(C(CN)C(C=O)(CCO)O)=O	G4	FormoseAmm
C(C(CN)C(C=O)(CN)O)=O	G4	FormoseAmm
C(C(CN)C(C=O)(CO)N)=O	G4	FormoseAmm
C(C(CN)C(C=O)(CO)O)=O	G4	FormoseAmm
C(C(CN)C(CC(C)O)O)=O	G4	FormoseAmm
C(C(CN)C(CC(C=O)O)O)=O	G4	FormoseAmm
C(C(CN)C(CC(CO)O)O)=O	G4	FormoseAmm
C(C(CN)C(CCN)O)=O	G4	FormoseAmm
C(C(CN)C(CCO)O)=O	G4	FormoseAmm
C(C(CN)C(CN)(CN)O)=O	G4	FormoseAmm
C(C(CN)C(CN)O)=O	G4	FormoseAmm
C(C(CN)C(CO)(CC=O)O)=O	G4	FormoseAmm
C(C(CN)C(CO)(CCO)O)=O	G4	FormoseAmm
C(C(CN)C(CO)(CN)O)=O	G4	FormoseAmm
C(C(CN)C(CO)(CO)O)=O	G4	FormoseAmm
C(C(CN)C(CO)O)=O	G4	FormoseAmm
C(C(CN)N)(C(C(C)=O)N)=O	G4	GlucoseAmm
C(C(CN)N)(C(C(N)=C)O)=O	G4	GlucoseAmm
C(C(CN)N)(C(CO)(C)O)=O	G4	GlucoseAmm
C(C(CN)N)(CC(CN)=O)=O	G4	GlucoseAmm
C(C(CN)N)(CC(CN)O)=O	G4	GlucoseAmm
C(C(CN)N)(CC(CO)=O)=O	G3	GlucoseAmm
C(C(CN)N)(CC(CO)N)=O	G4	GlucoseAmm
C(C(CN)N)(CCO)=O	G4	FormoseAmm
C(C(CN)NC(CN)CO)=O	G4	FormoseAmm
C(C(CN)NC(CO)CO)=O	G4	FormoseAmm
C(C(CN)NCC(C=O)O)=O	G3	FormoseAmm
C(C(CN)NCC(CN)=O)=O	G4	FormoseAmm
C(C(CN)NCC(CN)O)=O	G4	FormoseAmm
C(C(CN)NCC(CO)N)=O	G4	FormoseAmm
C(C(CN)NCC(CO)O)=O	G4	FormoseAmm
C(C(CN)NCCO)=O	G3	FormoseAmm
C(C(CN)O)(C(C(C)=O)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(C(C)=O)O)=O	G3	GlucoseAmm
C(C(CN)O)(C(C(C)N)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(C(CN)=O)O)=O	G4	GlucoseAmm
C(C(CN)O)(C(C(CO)=O)O)=O	G4	GlucoseAmm
C(C(CN)O)(C(C(CO)N)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(C(N)=C)O)=O	G4	GlucoseAmm
C(C(CN)O)(C(C)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(C=C)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(CCN)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(CCO)N)=O	G4	GlucoseAmm
C(C(CN)O)(C(CN)NC)=O	G4	FormoseAmm
C(C(CN)O)(C(CO)NC)=O	G4	FormoseAmm
C(C(CN)O)(CC(CN)N)=O	G4	GlucoseAmm
C(C(CN)O)(CC(CO)N)=O	G4	GlucoseAmm
C(C(CN)O)(CC(N)=C)=O	G4	GlucoseAmm
C(C(CN)O)(CCCO)=O	G4	GlucoseAmm
C(C(CN)O)(CCO)=O	G4	FormoseAmm
C(C(CN)O)(O)=O	G3	FormoseAmm
C(C(CN)O)N	G3	FormoseAmm
C(C(CN)O)O	G3	FormoseAmm
C(C(CNC(CN)CN)O)=O	G4	FormoseAmm
C(C(CNC(CN)CO)N)=O	G4	FormoseAmm
C(C(CNC(CO)CN)O)=O	G4	FormoseAmm
C(C(CNC(CO)CO)N)=O	G4	FormoseAmm
C(C(CNC(CO)CO)O)=O	G4	FormoseAmm
C(C(CNC)NCCO)=O	G4	FormoseAmm
C(C(CNC)O)(C(CO)N)=O	G4	FormoseAmm
C(C(CNC)O)(C(CO)O)=O	G4	FormoseAmm
C(C(CNCC(C=O)O)N)=O	G3	FormoseAmm
C(C(CNCC(C=O)O)O)=O	G3	FormoseAmm
C(C(CNCC(CN)=O)N)=O	G4	FormoseAmm
C(C(CNCC(CN)=O)O)=O	G3	FormoseAmm
C(C(CNCC(CN)N)O)=O	G4	FormoseAmm
C(C(CNCC(CN)O)N)=O	G4	FormoseAmm
C(C(CNCC(CN)O)O)=O	G4	FormoseAmm
C(C(CNCC(CO)=O)O)=O	G3	FormoseAmm
C(C(CNCC(CO)N)N)=O	G4	FormoseAmm
C(C(CNCC(CO)N)O)=O	G4	FormoseAmm
C(C(CNCC(CO)O)N)=O	G4	FormoseAmm
C(C(CNCC(CO)O)O)=O	G4	FormoseAmm
C(C(CNCC=O)(CO)N)=O	G4	FormoseAmm
C(C(CNCCN)N)=O	G4	FormoseAmm
C(C(CNCCN)NC)=O	G4	FormoseAmm
C(C(CNCCN)O)=O	G3	FormoseAmm
C(C(CNCCO)(CO)N)=O	G4	FormoseAmm
C(C(CNCCO)N)=O	G3	FormoseAmm
C(C(CNCCO)NC)=O	G4	FormoseAmm
C(C(CNCCO)O)=O	G3	FormoseAmm
C(C(CO)(C(C(C)=O)N)N)=O	G4	FormoseAmm
C(C(CO)(C(C(C)=O)N)O)=O	G4	FormoseAmm
C(C(CO)(C(C(C)=O)O)N)=O	G3	FormoseAmm
C(C(CO)(C(C(C)N)O)N)=O	G4	FormoseAmm
C(C(CO)(C(C(C)N)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C(CC)O)O)O)=O	G6	Formose
C(C(CO)(C(C(CN)=O)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C(CN)N)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C(CN)N)O)O)O	G4	FormoseAmm
C(C(CO)(C(C(CN)O)O)N)=O	G3	FormoseAmm
C(C(CO)(C(C(CN)O)O)N)O	G4	FormoseAmm
C(C(CO)(C(C(CN)O)O)O)=O	G3	FormoseAmm
C(C(CO)(C(C(CN)O)O)O)O	G4	FormoseAmm
C(C(CO)(C(C(CO)=C)O)O)=O	G6	Formose
C(C(CO)(C(C(CO)=O)N)O)=O	G4	FormoseAmm
C(C(CO)(C(C(CO)N)N)O)O	G4	FormoseAmm
C(C(CO)(C(C(CO)N)O)N)=O	G3	FormoseAmm
C(C(CO)(C(C(CO)N)O)O)=O	G3	FormoseAmm
C(C(CO)(C(C(CO)O)N)N)=O	G4	FormoseAmm
C(C(CO)(C(C(CO)O)N)O)=O	G4	FormoseAmm
C(C(CO)(C(C(CO)O)O)N)=O	G3	FormoseAmm
C(C(CO)(C(C(CO)O)O)N)O	G4	FormoseAmm
C(C(CO)(C(C(N)=C)O)N)=O	G4	FormoseAmm
C(C(CO)(C(C(N)=C)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C)(C(C)O)O)O)=O	G6	Formose
C(C(CO)(C(C)(CCO)O)O)=O	G5	Formose
C(C(CO)(C(C)(CN)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C)(CO)O)N)=O	G4	FormoseAmm
C(C(CO)(C(C)CCO)O)=O	G6	Formose
C(C(CO)(C(C)N)O)=O	G4	FormoseAmm
C(C(CO)(C(C)O)N)=O	G3	FormoseAmm
C(C(CO)(C(C=C)CO)O)=O	G6	Formose
C(C(CO)(C(C=C)O)O)=C	G6	Formose
C(C(CO)(C(C=CC)O)O)=O	G5	Formose
C(C(CO)(C(C=CC=O)O)O)=O	G4	Formose
C(C(CO)(C(C=CCO)O)O)=O	G5	Formose
C(C(CO)(C(C=CN)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C=O)(C)O)N)=O	G3	FormoseAmm
C(C(CO)(C(C=O)(CN)O)O)=O	G4	FormoseAmm
C(C(CO)(C(C=O)(CO)O)N)=O	G4	FormoseAmm
C(C(CO)(C(C=O)N)O)=O	G4	FormoseAmm
C(C(CO)(C(C=O)O)N)=O	G3	FormoseAmm
C(C(CO)(C(CC)O)O)=O	G6	Formose
C(C(CO)(C(CC=C)O)O)=O	G5	Formose
C(C(CO)(C(CC=O)N)O)=O	G4	FormoseAmm
C(C(CO)(C(CC=O)O)N)=O	G3	FormoseAmm
C(C(CO)(C(CCCO)O)O)=O	G6	Formose
C(C(CO)(C(CCCO)O)O)O	G6	Formose
C(C(CO)(C(CCN)O)N)=O	G4	FormoseAmm
C(C(CO)(C(CCN)O)O)=O	G4	FormoseAmm
C(C(CO)(C(CCN)O)O)O	G4	FormoseAmm
C(C(CO)(C(CCO)N)O)=O	G4	FormoseAmm
C(C(CO)(C(CCO)O)N)=O	G4	FormoseAmm
C(C(CO)(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(C(CO)(C(CN)(CN)O)O)O	G4	FormoseAmm
C(C(CO)(C(CN)(CO)O)N)=O	G3	FormoseAmm
C(C(CO)(C(CN)N)N)=O	G4	FormoseAmm
C(C(CO)(C(CN)N)O)=O	G4	FormoseAmm
C(C(CO)(C(CN)O)N)O	G4	FormoseAmm
C(C(CO)(C(CN)O)O)=O	G2	FormoseAmm
C(C(CO)(C(CO)(CC)O)O)=O	G6	Formose
C(C(CO)(C(CO)(CN)O)N)O	G4	FormoseAmm
C(C(CO)(C(CO)(CN)O)O)=O	G3	FormoseAmm
C(C(CO)(C(CO)(CN)O)O)O	G4	FormoseAmm
C(C(CO)(C(CO)(CO)O)N)=O	G3	FormoseAmm
C(C(CO)(C(CO)(CO)O)N)O	G4	FormoseAmm
C(C(CO)(C(CO)C(C)O)O)=O	G5	Formose
C(C(CO)(C(CO)C)O)=O	G6	Formose
C(C(CO)(C(CO)CC=O)O)=O	G5	Formose
C(C(CO)(C(CO)CCO)O)=O	G6	Formose
C(C(CO)(C(CO)CCO)O)O	G6	Formose
C(C(CO)(C(CO)CO)O)=O	G5	Formose
C(C(CO)(C(CO)CO)O)O	G5	Formose
C(C(CO)(C(CO)N)N)=O	G4	FormoseAmm
C(C(CO)(C(CO)N)O)=O	G3	FormoseAmm
C(C(CO)(C(CO)N)O)O	G4	FormoseAmm
C(C(CO)(C(CO)O)N)=O	G3	FormoseAmm
C(C(CO)(C(CO)O)N)O	G4	FormoseAmm
C(C(CO)(CC(C(C)=O)O)O)=O	G6	Formose
C(C(CO)(CC(C)O)O)=O	G6	Formose
C(C(CO)(CC(C=O)N)O)=O	G4	FormoseAmm
C(C(CO)(CC(CCO)O)O)=O	G5	Formose
C(C(CO)(CC(CCO)O)O)O	G5	Formose
C(C(CO)(CC(CN)=O)N)=O	G4	FormoseAmm
C(C(CO)(CC(CN)=O)O)=O	G4	FormoseAmm
C(C(CO)(CC(CO)=O)N)=O	G4	FormoseAmm
C(C(CO)(CC(CO)N)O)=O	G4	FormoseAmm
C(C(CO)(CC=O)O)(C(C)N)=O	G4	GlucoseAmm
C(C(CO)(CC=O)O)(CCN)=O	G4	GlucoseAmm
C(C(CO)(CCCO)O)=O	G6	Formose
C(C(CO)(CCCO)O)O	G6	Formose
C(C(CO)(CCN)O)=O	G4	FormoseAmm
C(C(CO)(CCN)O)O	G4	FormoseAmm
C(C(CO)(CCO)C(C)O)=O	G6	Formose
C(C(CO)(CCO)C(CO)O)=O	G6	Formose
C(C(CO)(CCO)CCO)=O	G6	Formose
C(C(CO)(CCO)CCO)O	G6	Formose
C(C(CO)(CCO)N)=O	G4	FormoseAmm
C(C(CO)(CN)N)O	G4	FormoseAmm
C(C(CO)(CN)O)=O	G3	FormoseAmm
C(C(CO)(CN)O)O	G3	FormoseAmm
C(C(CO)(CNCC=O)O)=O	G3	FormoseAmm
C(C(CO)(CNCCN)O)=O	G4	FormoseAmm
C(C(CO)(CNCCO)O)=O	G4	FormoseAmm
C(C(CO)(CO)C(C=C)O)=O	G5	Formose
C(C(CO)(CO)C(C=O)CO)=O	G6	Formose
C(C(CO)(CO)C(CCO)O)O	G6	Formose
C(C(CO)(CO)C(CO)O)O	G6	Formose
C(C(CO)(CO)CCCO)=O	G6	Formose
C(C(CO)(CO)CCO)=O	G6	Formose
C(C(CO)(CO)CCO)O	G6	Formose
C(C(CO)(CO)CO)O	G6	Formose
C(C(CO)(CO)N)(O)=O	G4	FormoseAmm
C(C(CO)(CO)N)=O	G3	FormoseAmm
C(C(CO)(CO)N)O	G4	FormoseAmm
C(C(CO)(CO)NCC=O)=O	G4	FormoseAmm
C(C(CO)(CO)NCCN)=O	G4	FormoseAmm
C(C(CO)(CO)NCCO)=O	G4	FormoseAmm
C(C(CO)(CO)O)(CC=C)=O	G6	Formose
C(C(CO)=O)(C(C(C)N)N)=O	G4	GlucoseAmm
C(C(CO)=O)(C(C(C)N)O)=O	G4	GlucoseAmm
C(C(CO)=O)(C(C(C)O)N)=O	G4	GlucoseAmm
C(C(CO)=O)(C(C(CC)O)O)=O	G6	Formose
C(C(CO)=O)(C(C(CO)N)O)=O	G4	GlucoseAmm
C(C(CO)=O)(C(C(CO)O)N)=O	G4	GlucoseAmm
C(C(CO)=O)(C(CCCO)O)=O	G6	Formose
C(C(CO)=O)(C(CCN)N)=O	G4	GlucoseAmm
C(C(CO)=O)(C(CCN)O)=O	G4	GlucoseAmm
C(C(CO)=O)(C(CCO)N)=O	G3	GlucoseAmm
C(C(CO)=O)(C(CCO)O)=O	G5	Formose
C(C(CO)=O)(CC(CCN)O)=O	G4	FormoseAmm
C(C(CO)C(C(C(C)N)O)O)=O	G4	FormoseAmm
C(C(CO)C(C(C=O)CN)O)=O	G4	FormoseAmm
C(C(CO)C(C(C=O)N)O)=O	G4	FormoseAmm
C(C(CO)C(C(CC)O)O)=O	G6	Formose
C(C(CO)C(C(CCN)O)O)=O	G4	FormoseAmm
C(C(CO)C(C(CCO)O)O)O	G5	Formose
C(C(CO)C(C(CN)O)O)=O	G4	FormoseAmm
C(C(CO)C(C(CO)=C)O)=O	G6	Formose
C(C(CO)C(C(CO)=O)N)=O	G4	FormoseAmm
C(C(CO)C(C(CO)CO)O)O	G6	Formose
C(C(CO)C(C(CO)O)N)=O	G4	FormoseAmm
C(C(CO)C(C(CO)O)O)O	G5	Formose
C(C(CO)C(C)(C(CO)O)O)=O	G4	Formose
C(C(CO)C(C)(CCO)O)=O	G6	Formose
C(C(CO)C(C)C(CO)O)=O	G6	Formose
C(C(CO)C(C=C)(CO)O)=O	G5	Formose
C(C(CO)C(C=CCO)O)=O	G5	Formose
C(C(CO)C(C=CN)O)=O	G4	FormoseAmm
C(C(CO)C(C=O)(CN)O)=O	G4	FormoseAmm
C(C(CO)C(C=O)(CO)N)=O	G4	FormoseAmm
C(C(CO)C(CC(CO)N)O)=O	G4	FormoseAmm
C(C(CO)C(CCCO)O)=O	G6	Formose
C(C(CO)C(CCN)O)=O	G4	FormoseAmm
C(C(CO)C(CCO)O)O	G5	Formose
C(C(CO)C(CN)N)=O	G4	FormoseAmm
C(C(CO)C(CO)(C(C)O)O)=O	G5	Formose
C(C(CO)C(CO)(CC)O)=O	G6	Formose
C(C(CO)C(CO)(CCO)O)=O	G4	Formose
C(C(CO)C(CO)(CN)O)=O	G4	FormoseAmm
C(C(CO)C(CO)(CO)CO)=O	G6	Formose
C(C(CO)C(CO)C(C)O)=O	G6	Formose
C(C(CO)C(CO)C(C=O)O)=O	G5	Formose
C(C(CO)C(CO)C(CO)O)=O	G6	Formose
C(C(CO)C(CO)CCO)=O	G6	Formose
C(C(CO)C(CO)CO)=O	G6	Formose
C(C(CO)C(CO)N)=O	G4	FormoseAmm
C(C(CO)C(CO)O)O	G5	Formose
C(C(CO)CC(C(C)O)O)=O	G6	Formose
C(C(CO)CC(C(CN)O)=O)=O	G4	GlucoseAmm
C(C(CO)CC(C(CO)=O)N)=O	G4	GlucoseAmm
C(C(CO)CC(C(CO)O)O)=O	G6	Formose
C(C(CO)CC(C)(CO)O)=O	G6	Formose
C(C(CO)CC(C=O)(CO)O)=O	G6	Formose
C(C(CO)CC(CCO)O)=O	G6	Formose
C(C(CO)CC(CO)(CO)O)=O	G6	Formose
C(C(CO)CC(CO)CO)=O	G6	Formose
C(C(CO)CC(CO)O)=O	G6	Formose
C(C(CO)CCC(CO)O)=O	G6	Formose
C(C(CO)CCCO)O	G6	Formose
C(C(CO)CCO)O	G6	Formose
C(C(CO)CN)(C(C(C)=O)O)=O	G4	GlucoseAmm
C(C(CO)CN)(CC(CO)=O)=O	G4	GlucoseAmm
C(C(CO)CO)(C(C=C)O)=O	G6	Formose
C(C(CO)CO)(C(CO)CO)=O	G6	Formose
C(C(CO)CO)(CC(CN)=O)=O	G4	GlucoseAmm
C(C(CO)CO)O	G5	Formose
C(C(CO)N)(C(C(C)=O)N)=O	G4	GlucoseAmm
C(C(CO)N)(C(C(CN)=O)O)=O	G4	GlucoseAmm
C(C(CO)N)(C(C(CO)=O)O)=O	G4	GlucoseAmm
C(C(CO)N)(C(C(N)=C)O)=O	G4	GlucoseAmm
C(C(CO)N)(C(CO)(C)O)=O	G4	GlucoseAmm
C(C(CO)N)(C(CO)(CO)O)=O	G4	FormoseAmm
C(C(CO)N)(CC(C)O)=O	G4	GlucoseAmm
C(C(CO)N)(CC(CCO)O)=O	G4	GlucoseAmm
C(C(CO)N)(CC(CN)N)=O	G4	GlucoseAmm
C(C(CO)N)(CC(CN)O)=O	G4	GlucoseAmm
C(C(CO)N)(CC(CO)N)=O	G4	GlucoseAmm
C(C(CO)N)(CCO)=O	G4	FormoseAmm
C(C(CO)N)O	G3	FormoseAmm
C(C(CO)NC(CN)CN)=O	G4	FormoseAmm
C(C(CO)NC(CN)CO)=O	G4	FormoseAmm
C(C(CO)NC(CO)CO)=O	G4	FormoseAmm
C(C(CO)NC)(C(CO)N)=O	G4	FormoseAmm
C(C(CO)NCC(C=O)O)=O	G3	FormoseAmm
C(C(CO)NCC(CN)=O)=O	G3	FormoseAmm
C(C(CO)NCC(CN)N)=O	G4	FormoseAmm
C(C(CO)NCC(CN)O)=O	G4	FormoseAmm
C(C(CO)NCC(CO)N)=O	G4	FormoseAmm
C(C(CO)NCC(CO)O)=O	G4	FormoseAmm
C(C(CO)NCCO)=O	G3	FormoseAmm
C(C(CO)O)(C(C(C=O)=C)N)=O	G4	GlucoseAmm
C(C(CO)O)(C(C(CO)=C)O)=O	G5	Formose
C(C(CO)O)(C(C(N)=C)N)=O	G4	GlucoseAmm
C(C(CO)O)(C(C(N)=C)O)=O	G4	GlucoseAmm
C(C(CO)O)(C(C)(CCO)O)=O	G6	Formose
C(C(CO)O)(C(C)C(CO)O)=O	G6	Formose
C(C(CO)O)(C(C)N)=O	G4	GlucoseAmm
C(C(CO)O)(C(C=C)CO)=O	G6	Formose
C(C(CO)O)(C(C=CC=O)O)=O	G4	Formose
C(C(CO)O)(C(C=CCO)O)=O	G5	Formose
C(C(CO)O)(C(CCN)N)=O	G4	GlucoseAmm
C(C(CO)O)(C(CCO)N)=O	G3	GlucoseAmm
C(C(CO)O)(C(CN)NC)=O	G4	FormoseAmm
C(C(CO)O)(C(CN)O)=O	G4	FormoseAmm
C(C(CO)O)(C(CNC)N)=O	G4	FormoseAmm
C(C(CO)O)(C(CO)(CO)N)=O	G4	FormoseAmm
C(C(CO)O)(C(CO)C)=O	G6	Formose
C(C(CO)O)(C(CO)CC)=O	G6	Formose
C(C(CO)O)(C(CO)CN)=O	G4	FormoseAmm
C(C(CO)O)(C(CO)NC)=O	G4	FormoseAmm
C(C(CO)O)(CC(C(N)=C)=O)=O	G4	GlucoseAmm
C(C(CO)O)(CC(C)N)=O	G4	GlucoseAmm
C(C(CO)O)(CC(CC)O)=O	G6	Formose
C(C(CO)O)(CC(CCN)O)=O	G4	FormoseAmm
C(C(CO)O)(CC(CO)=C)=O	G5	Formose
C(C(CO)O)(CC(CO)C)=O	G6	Formose
C(C(CO)O)(CC(CO)CO)=O	G6	Formose
C(C(CO)O)(CC(N)=C)=O	G4	GlucoseAmm
C(C(CO)O)(CC=CCO)=O	G5	Formose
C(C(CO)O)(CCC(CO)O)=O	G6	Formose
C(C(CO)O)(CCCN)=O	G4	GlucoseAmm
C(C(CO)O)=C1C(O)OCC1O	G6	Formose
C(C(CO)O)=C1C(OCC1O)=O	G5	Formose
C(C(CO)O)=C1COC(C1O)O	G6	Formose
C(C(N)=O)(CC(C(CO)O)O)=O	G4	GlucoseAmm
C(C)(C(C(C(C(C)=O)O)N)O)=O	G4	GlucoseAmm
C(C)(C(C(C(C(C)N)O)O)O)=O	G4	FormoseAmm
C(C)(C(C(C(C(N)=C)=O)O)O)=O	G4	GlucoseAmm
C(C)(C(C(C(C(N)=O)O)O)O)=O	G4	GlucoseAmm
C(C)(C(C(C(CC)O)O)O)=O	G6	Formose
C(C)(C(C(C(CCO)O)O)N)=O	G4	FormoseAmm
C(C)(C(C(C(CN)=O)N)N)=O	G4	GlucoseAmm
C(C)(C(C(C(CN)O)N)N)=O	G4	GlucoseAmm
C(C)(C(C(C(CN)O)N)O)=O	G4	GlucoseAmm
C(C)(C(C(C(CO)=C)O)O)=O	G6	Formose
C(C)(C(C(C(CO)N)N)O)=O	G4	FormoseAmm
C(C)(C(C(C(CO)O)=C)O)=O	G5	Formose
C(C)(C(C(C(CO)O)N)N)=O	G4	GlucoseAmm
C(C)(C(C(C(CO)O)N)O)=O	G3	GlucoseAmm
C(C)(C(C(C)(C(C)O)O)O)=O	G6	Formose
C(C)(C(C(C)(C(CO)N)O)O)=O	G4	GlucoseAmm
C(C)(C(C(C)(CCO)O)O)=O	G6	Formose
C(C)(C(C(C)O)(C(CN)O)O)=O	G4	GlucoseAmm
C(C)(C(C(C)O)(CCO)O)=O	G5	Formose
C(C)(C(C(C=CCO)O)O)=O	G5	Formose
C(C)(C(C(C=CN)O)N)=O	G4	FormoseAmm
C(C)(C(C(C=CN)O)O)=O	G4	FormoseAmm
C(C)(C(C(CC(CO)=O)N)O)=O	G4	GlucoseAmm
C(C)(C(C(CC(CO)N)O)O)=O	G4	FormoseAmm
C(C)(C(C(CC(N)=O)O)O)=O	G4	GlucoseAmm
C(C)(C(C(CCCO)O)O)=O	G6	Formose
C(C)(C(C(CCN)O)N)=O	G4	FormoseAmm
C(C)(C(C(CN)(C(C)O)O)O)=O	G4	GlucoseAmm
C(C)(C(C(CN)(CN)O)N)=O	G4	FormoseAmm
C(C)(C(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(C)(C(C(CN)=O)(C(C)O)O)=O	G4	GlucoseAmm
C(C)(C(C(CO)(C(C)N)O)O)=O	G4	GlucoseAmm
C(C)(C(C(CO)(C(C)O)O)N)=O	G4	GlucoseAmm
C(C)(C(C(CO)(CC)O)O)=O	G6	Formose
C(C)(C(C(CO)(CN)N)O)=O	G4	FormoseAmm
C(C)(C(C(CO)(CO)CO)O)=O	G6	Formose
C(C)(C(C(CO)(CO)N)O)=O	G4	FormoseAmm
C(C)(C(C(CO)=C)(CO)O)=O	G5	Formose
C(C)(C(C(CO)=O)(CCO)O)=O	G6	Formose
C(C)(C(C(CO)C(C)O)O)=O	G5	Formose
C(C)(C(C(CO)C(CO)O)O)=O	G5	Formose
C(C)(C(C(CO)CCO)O)=O	G6	Formose
C(C)(C(C(CO)CO)O)=O	G5	Formose
C(C)(C(C(CO)O)(CCO)O)=O	G5	Formose
C(C)(C(C(CO)O)C(C)O)=O	G6	Formose
C(C)(C(C(CO)O)C(CO)O)=O	G6	Formose
C(C)(C(C)(C(C(C)O)O)O)=O	G6	Formose
C(C)(C(C)(C(C(CN)=O)O)O)=O	G4	GlucoseAmm
C(C)(C(C)(C(C(CO)=O)N)O)=O	G4	GlucoseAmm
C(C)(C(C)(C(C(CO)O)O)O)=O	G6	Formose
C(C)(C(C)(C(CCO)O)O)=O	G6	Formose
C(C)(C(C)(C(CO)(C)O)O)=O	G6	Formose
C(C)(C(C)(C(CO)(CO)O)O)=O	G6	Formose
C(C)(C(C)(C(CO)CO)O)=O	G6	Formose
C(C)(C(C)(C(CO)O)O)=O	G6	Formose
C(C)(C(C1C(O)OCC1O)O)=O	G5	Formose
C(C)(C(C1COC(C1O)O)O)=O	G5	Formose
C(C)(C(C=C)(C(CO)O)O)=O	G6	Formose
C(C)(C(C=CCO)(CO)O)=O	G5	Formose
C(C)(C(CC(C(CO)=O)N)O)=O	G4	GlucoseAmm
C(C)(C(CC(C(CO)O)O)O)=O	G5	Formose
C(C)(C(CC(CCO)O)O)=O	G5	Formose
C(C)(C(CC(CO)(CO)O)O)=O	G6	Formose
C(C)(C(CC(CO)O)O)=O	G6	Formose
